Date,blockchain/utxo_count
2011-06-08,253908.0
2011-06-09,260150.0
2011-06-10,265413.0
2011-06-11,272757.0
2011-06-12,278976.0
2011-06-13,284875.0
2011-06-14,296148.0
2011-06-15,302973.0
2011-06-16,308030.0
2011-06-17,313733.0
2011-06-18,323351.0
2011-06-19,331903.0
2011-06-20,342908.0
2011-06-21,353007.0
2011-06-22,366174.0
2011-06-23,376954.0
2011-06-24,385395.0
2011-06-25,391074.0
2011-06-26,394885.0
2011-06-27,402805.0
2011-06-28,408692.0
2011-06-29,415332.0
2011-06-30,421795.0
2011-07-01,435413.0
2011-07-02,455195.0
2011-07-03,464284.0
2011-07-04,472219.0
2011-07-05,477543.0
2011-07-06,483044.0
2011-07-07,488859.0
2011-07-08,498821.0
2011-07-09,508152.0
2011-07-10,521577.0
2011-07-11,530382.0
2011-07-12,539419.0
2011-07-13,551352.0
2011-07-14,565515.0
2011-07-15,576359.0
2011-07-16,586080.0
2011-07-17,595958.0
2011-07-18,599913.0
2011-07-19,606298.0
2011-07-20,615570.0
2011-07-21,625252.0
2011-07-22,633236.0
2011-07-23,641554.0
2011-07-24,650108.0
2011-07-25,658481.0
2011-07-26,665613.0
2011-07-27,674523.0
2011-07-28,684347.0
2011-07-29,694752.0
2011-07-30,703828.0
2011-07-31,714506.0
2011-08-01,722184.0
2011-08-02,726998.0
2011-08-03,728927.0
2011-08-04,732685.0
2011-08-05,740815.0
2011-08-06,746488.0
2011-08-07,754703.0
2011-08-08,759424.0
2011-08-09,765487.0
2011-08-10,770884.0
2011-08-11,775478.0
2011-08-12,778472.0
2011-08-13,783549.0
2011-08-14,791164.0
2011-08-15,793291.0
2011-08-16,797867.0
2011-08-17,801849.0
2011-08-18,809958.0
2011-08-19,816460.0
2011-08-20,825311.0
2011-08-21,834340.0
2011-08-22,844967.0
2011-08-23,853918.0
2011-08-24,862232.0
2011-08-25,871233.0
2011-08-26,876245.0
2011-08-27,882117.0
2011-08-28,889959.0
2011-08-29,894648.0
2011-08-30,898517.0
2011-08-31,902779.0
2011-09-01,905965.0
2011-09-02,909237.0
2011-09-03,912666.0
2011-09-04,988008.0
2011-09-05,992688.0
2011-09-06,994987.0
2011-09-07,998190.0
2011-09-08,1001306.0
2011-09-09,1000743.0
2011-09-10,1002845.0
2011-09-11,1004294.0
2011-09-12,1006047.0
2011-09-13,1008860.0
2011-09-14,1011950.0
2011-09-15,1014297.0
2011-09-16,1016560.0
2011-09-17,1018850.0
2011-09-18,1023017.0
2011-09-19,1024860.0
2011-09-20,1029712.0
2011-09-21,1029380.0
2011-09-22,1035370.0
2011-09-23,1044713.0
2011-09-24,1052752.0
2011-09-25,1061782.0
2011-09-26,1069337.0
2011-09-27,1076374.0
2011-09-28,1080088.0
2011-09-29,1082971.0
2011-09-30,1085280.0
2011-10-01,1087310.0
2011-10-02,1089721.0
2011-10-03,1092607.0
2011-10-04,1094115.0
2011-10-05,1096797.0
2011-10-06,1098686.0
2011-10-07,1101333.0
2011-10-08,1103813.0
2011-10-09,1105899.0
2011-10-10,1108693.0
2011-10-11,1110190.0
2011-10-12,1112231.0
2011-10-13,1113944.0
2011-10-14,1115479.0
2011-10-15,1118107.0
2011-10-16,1119854.0
2011-10-17,1121179.0
2011-10-18,1123428.0
2011-10-19,1125537.0
2011-10-20,1128033.0
2011-10-21,1131204.0
2011-10-22,1133345.0
2011-10-23,1135825.0
2011-10-24,1138804.0
2011-10-25,1142287.0
2011-10-26,1144449.0
2011-10-27,1146701.0
2011-10-28,1147919.0
2011-10-29,1149517.0
2011-10-30,1151219.0
2011-10-31,1153845.0
2011-11-01,1155801.0
2011-11-02,1157935.0
2011-11-03,1159811.0
2011-11-04,1162028.0
2011-11-05,1163888.0
2011-11-06,1167335.0
2011-11-07,1168808.0
2011-11-08,1170814.0
2011-11-09,1173039.0
2011-11-10,1175724.0
2011-11-11,1177000.0
2011-11-12,1179319.0
2011-11-13,1182489.0
2011-11-14,1184280.0
2011-11-15,1186894.0
2011-11-16,1188444.0
2011-11-17,1189689.0
2011-11-18,1192093.0
2011-11-19,1194324.0
2011-11-20,1195326.0
2011-11-21,1197784.0
2011-11-22,1199934.0
2011-11-23,1201827.0
2011-11-24,1203002.0
2011-11-25,1205502.0
2011-11-26,1207024.0
2011-11-27,1209443.0
2011-11-28,1211181.0
2011-11-29,1211625.0
2011-11-30,1211143.0
2011-12-01,1213035.0
2011-12-02,1215324.0
2011-12-03,1217198.0
2011-12-04,1219535.0
2011-12-05,1222593.0
2011-12-06,1225356.0
2011-12-07,1226582.0
2011-12-08,1227563.0
2011-12-09,1229807.0
2011-12-10,1232757.0
2011-12-11,1232660.0
2011-12-12,1233311.0
