Date,supply/active_1m_3m
2011-02-27,"1126679,66389828"
2011-02-28,"1105386,30389829"
2011-03-01,"882275,941490825"
2011-03-02,"903999,811490825"
2011-03-03,"919865,002462345"
2011-03-04,"944448,021038495"
2011-03-05,"957529,761038495"
2011-03-06,"966427,546781445"
2011-03-07,"978207,372430135"
2011-03-08,"987169,752430135"
2011-03-09,"999440,244780255"
2011-03-10,"998308,614780255"
2011-03-11,"1018820,25407407"
2011-03-12,"1033109,92041201"
2011-03-13,"1015386,54690083"
2011-03-14,"1012913,137415"
2011-03-15,"1005600,25386728"
2011-03-16,"1023364,45027986"
2011-03-17,"1031621,74926864"
2011-03-18,"1023540,44275498"
2011-03-19,"989855,886216905"
2011-03-20,"990384,093640735"
2011-03-21,"993212,783640735"
2011-03-22,"1012033,62957979"
2011-03-23,"1015870,77429412"
2011-03-24,"1019796,95976234"
2011-03-25,"1029739,56976234"
2011-03-26,"1037138,2202481"
2011-03-27,"1021867,68794492"
2011-03-28,"1030926,32653252"
2011-03-29,"1053387,9327211"
2011-03-30,"1086201,58172111"
2011-03-31,"1277067,2483944"
2011-04-01,"1440148,9039459"
2011-04-02,"1441630,94994005"
2011-04-03,"1449167,34004003"
2011-04-04,"1446740,13256086"
2011-04-05,"1453875,5883811"
2011-04-06,"1467846,3374811"
2011-04-07,"1463454,42548115"
2011-04-08,"1446892,86772682"
2011-04-09,"1446393,19522682"
2011-04-10,"1437803,69702225"
2011-04-11,"1450923,93153685"
2011-04-12,"1491108,62584271"
2011-04-13,"1566417,95703876"
2011-04-14,"1568117,87610038"
2011-04-15,"1573086,58268752"
2011-04-16,"1573737,16605628"
2011-04-17,"1558987,3963189"
2011-04-18,"1523831,40661019"
2011-04-19,"1518964,80226105"
2011-04-20,"1516929,850154"
2011-04-21,"1504503,20045918"
2011-04-22,"1467273,94449846"
2011-04-23,"1438637,85866694"
2011-04-24,"1432417,03048914"
2011-04-25,"1433519,62059912"
2011-04-26,"1424794,34683374"
2011-04-27,"1157869,28789631"
2011-04-28,"1154657,13779631"
2011-04-29,"1128403,77744639"
2011-04-30,"1127168,06679369"
2011-05-01,"1117581,71244905"
2011-05-02,"1124488,39147753"
2011-05-03,"1092347,65049083"
2011-05-04,"1054222,69132396"
2011-05-05,"1050205,13388102"
2011-05-06,"1003281,14195579"
2011-05-07,"991855,850399714"
2011-05-08,"983309,290585474"
2011-05-09,"980496,620685474"
2011-05-10,"944171,553233564"
2011-05-11,"939699,967323254"
2011-05-12,"937329,817817394"
2011-05-13,"922492,237966434"
2011-05-14,"910855,678786684"
2011-05-15,"900084,836823674"
2011-05-16,"884949,982929214"
2011-05-17,"884475,620429214"
2011-05-18,"884498,269367284"
2011-05-19,"878056,573938674"
2011-05-20,"876965,162770774"
2011-05-21,"879850,478438624"
2011-05-22,"934231,288738614"
2011-05-23,"948425,157531284"
2011-05-24,"951785,925231284"
2011-05-25,"944350,661881654"
2011-05-26,"950333,021792384"
2011-05-27,"956157,724601314"
2011-05-28,"956084,933069514"
2011-05-29,"1107474,8514462"
2011-05-30,"938772,545976404"
2011-05-31,"791639,090406944"
2011-06-01,"798478,687962084"
2011-06-02,"810145,752424144"
2011-06-03,"907951,457110644"
2011-06-04,"893329,188463354"
2011-06-05,"914004,911775134"
2011-06-06,"750613,854510734"
2011-06-07,"765554,723435114"
2011-06-08,"761296,976474484"
2011-06-09,"787114,579230384"
2011-06-10,"767338,249855394"
2011-06-11,"773348,973665214"
2011-06-12,"741727,946887814"
2011-06-13,"733534,699248504"
2011-06-14,"722976,017233044"
2011-06-15,"716488,185146344"
2011-06-16,"758540,275438464"
2011-06-17,"757570,186080064"
2011-06-18,"763630,959808634"
2011-06-19,"686361,982082914"
2011-06-20,"700271,835330234"
2011-06-21,"673929,369026184"
2011-06-22,"677899,762175954"
2011-06-23,"687611,080940824"
2011-06-24,"690110,524914264"
2011-06-25,"696328,595126064"
2011-06-26,"704448,701915034"
2011-06-27,"704701,766955064"
2011-06-28,"708075,008111094"
2011-06-29,"712415,529731945"
2011-06-30,"709018,118835135"
2011-07-01,"699533,947233615"
2011-07-02,"719275,253542035"
2011-07-03,"794825,361463675"
2011-07-04,"811784,201831825"
2011-07-05,"853920,427228514"
2011-07-06,"868184,649864444"
2011-07-07,"882693,363326864"
2011-07-08,"955752,106948194"
2011-07-09,"996927,731589375"
2011-07-10,"1017786,36151358"
2011-07-11,"1033858,16416029"
2011-07-12,"1070781,81086399"
2011-07-13,"1081182,43860153"
2011-07-14,"1279082,31950214"
2011-07-15,"1323329,54700947"
2011-07-16,"1407810,24404356"
2011-07-17,"1431047,74950921"
2011-07-18,"1445225,19664461"
2011-07-19,"1668459,51227619"
2011-07-20,"1560681,31789815"
2011-07-21,"1611298,62548651"
2011-07-22,"1606848,82403274"
2011-07-23,"1649495,37973489"
2011-07-24,"1678034,9731983"
2011-07-25,"1688455,77542057"
2011-07-26,"1712959,7428241"
2011-07-27,"1770117,20781623"
2011-07-28,"1805371,27984621"
2011-07-29,"1814136,43269753"
2011-07-30,"1850413,11895521"
2011-07-31,"1897643,32143207"
2011-08-01,"1931296,07110063"
2011-08-02,"1835602,67335284"
2011-08-03,"1828317,1294447"
