Date,indicators/sopr_adjusted
2012-06-24,"1,00509392470999"
2012-06-25,"0,996117612296402"
2012-06-26,"1,01507238480038"
2012-06-27,"1,01650486013153"
2012-06-28,"1,0174823842996"
2012-06-29,"1,01646512773677"
2012-06-30,"1,02151401643647"
2012-07-01,"1,01266873382819"
2012-07-02,"1,02338009737972"
2012-07-03,"0,999574866984418"
2012-07-04,"1,01107222510933"
2012-07-05,"1,01542268956347"
2012-07-06,"1,00925846876885"
2012-07-07,"0,97203951551391"
2012-07-08,"1,0316460338055"
2012-07-09,"1,01782927560463"
2012-07-10,"0,893940098113861"
2012-07-11,"1,03502658534136"
2012-07-12,"1,01588231852412"
2012-07-13,"1,05639110962092"
2012-07-14,"0,897000191587028"
2012-07-15,"1,01346736122576"
2012-07-16,"1,07095162941183"
2012-07-17,"1,10731623695598"
2012-07-18,"1,076843809513"
2012-07-19,"1,08411271464679"
2012-07-20,"0,9949621243589"
2012-07-21,"1,05027397562252"
2012-07-22,"1,02836487464937"
2012-07-23,"1,02000839119427"
2012-07-24,"1,0223483384305"
2012-07-25,"1,01377358760763"
2012-07-26,"1,06375637922911"
2012-07-27,"1,04155332963989"
2012-07-28,"1,03037832553361"
2012-07-29,"1,04174741703333"
2012-07-30,"1,02982377574454"
2012-07-31,"1,02912597266437"
2012-08-01,"1,03668880304733"
2012-08-02,"1,07873036201186"
2012-08-03,"1,08524185169816"
2012-08-04,"1,07757244872924"
2012-08-05,"1,04972133323193"
2012-08-06,"1,04930285341786"
2012-08-07,"1,02484422176062"
2012-08-08,"1,06596470485349"
2012-08-09,"1,04267615061137"
2012-08-10,"1,03256653510817"
2012-08-11,"1,02553021772368"
2012-08-12,"1,0323129111294"
2012-08-13,"1,0321893202227"
2012-08-14,"1,05427096314116"
2012-08-15,"1,07115673073083"
2012-08-16,"1,09203783370652"
2012-08-17,"1,12094104154617"
2012-08-18,"0,992178367008042"
2012-08-19,"0,950797528604409"
2012-08-20,"1,01601886702593"
2012-08-21,"1,00380796328614"
2012-08-22,"1,00910176312555"
2012-08-23,"1,00201263279106"
2012-08-24,"1,01314289270788"
2012-08-25,"1,02632242121661"
2012-08-26,"1,01729003431086"
2012-08-27,"1,09727215392723"
2012-08-28,"1,02526830095791"
2012-08-29,"1,00774193187749"
2012-08-30,"0,999800821591038"
2012-08-31,"1,06652525582288"
2012-09-01,"0,965872242407662"
2012-09-02,"1,00024368404015"
2012-09-03,"1,01183400779401"
2012-09-04,"1,01470618627602"
2012-09-05,"1,01808156583502"
2012-09-06,"1,02192139698796"
2012-09-07,"1,01771345795251"
2012-09-08,"1,01561659439968"
2012-09-09,"1,01617136072245"
2012-09-10,"1,10616369249756"
2012-09-11,"1,0034773088375"
2012-09-12,"1,02170536488017"
2012-09-13,"1,01587377217845"
2012-09-14,"1,0177623405633"
2012-09-15,"1,03045281689638"
2012-09-16,"1,02652133663799"
2012-09-17,"1,02158195836823"
2012-09-18,"1,01935880436053"
2012-09-19,"1,03236834428373"
2012-09-20,"1,04968815118831"
2012-09-21,"1,01549271231335"
2012-09-22,"1,02668299288616"
2012-09-23,"1,00784284671881"
2012-09-24,"1,01559391668197"
2012-09-25,"1,01178090772497"
2012-09-26,"1,01504370830394"
2012-09-27,"1,02415799231915"
2012-09-28,"1,03415189740334"
2012-09-29,"1,02843352510828"
2012-09-30,"1,01865310953368"
2012-10-01,"1,01150232504548"
2012-10-02,"1,01933208408711"
2012-10-03,"1,02625702644627"
2012-10-04,"1,02600547998737"
2012-10-05,"1,01051295330223"
2012-10-06,"1,00655227609591"
2012-10-07,"0,982825796604418"
2012-10-08,"1,00174223319011"
2012-10-09,"1,00392700741113"
2012-10-10,"1,00646483968875"
2012-10-11,"1,00361770693705"
2012-10-12,"1,00500040624816"
2012-10-13,"0,998076094625245"
2012-10-14,"1,01170624446824"
2012-10-15,"0,998167708404351"
2012-10-16,"1,01056198706698"
2012-10-17,"1,02044176070604"
2012-10-18,"1,00821522356482"
2012-10-19,"1,00538559287202"
2012-10-20,"0,996386654130472"
2012-10-21,"1,05058927646615"
2012-10-22,"0,999478846807931"
2012-10-23,"1,00458373598724"
2012-10-24,"1,00764435910736"
2012-10-25,"0,995779250991556"
2012-10-26,"0,961567520766943"
2012-10-27,"0,973463480526824"
2012-10-28,"0,985264409812417"
2012-10-29,"0,997047638871929"
2012-10-30,"0,998797745723693"
2012-10-31,"1,01513679780577"
2012-11-01,"0,996874189409114"
2012-11-02,"0,978736240528908"
2012-11-03,"0,990672623173328"
2012-11-04,"1,01336830891987"
2012-11-05,"1,00036540722514"
2012-11-06,"1,00323280790688"
2012-11-07,"1,0150957134544"
2012-11-08,"1,00487366758847"
2012-11-09,"1,00069572764364"
2012-11-10,"1,00179667146367"
2012-11-11,"1,00315473403656"
2012-11-12,"1,02927475915684"
2012-11-13,"1,01187215515251"
2012-11-14,"1,00678595081534"
2012-11-15,"1,00878474224673"
2012-11-16,"1,03009946198346"
2012-11-17,"1,01870882862674"
2012-11-18,"1,01821876463109"
2012-11-19,"1,02288650637375"
2012-11-20,"1,01079638013097"
2012-11-21,"1,01444635405611"
2012-11-22,"1,02597194211823"
2012-11-23,"1,02767651938211"
2012-11-24,"1,02263517354221"
2012-11-25,"1,03690444290513"
2012-11-26,"1,03187292551104"
2012-11-27,"1,0061127430706"
2012-11-28,"1,01936714898458"
2012-11-29,"1,01966695814198"
2012-11-30,"1,03393251364284"
2012-12-01,"1,01695380325239"
2012-12-02,"1,010531821858"
2012-12-03,"1,01755860500991"
2012-12-04,"1,08860168507132"
2012-12-05,"1,04463180658"
2012-12-06,"1,0264364704173"
2012-12-07,"1,03701263437168"
2012-12-08,"1,01944184306112"
2012-12-09,"1,02645789308531"
2012-12-10,"1,02358507492453"
2012-12-11,"1,02311304983375"
2012-12-12,"1,0288033774975"
2012-12-13,"1,02825523417549"
2012-12-14,"1,01776702862265"
2012-12-15,"1,00689397822537"
2012-12-16,"1,01416727681145"
2012-12-17,"0,995911476780525"
2012-12-18,"1,0107320954047"
2012-12-19,"1,01753037376031"
2012-12-20,"1,02962570833536"
2012-12-21,"1,01909583776362"
2012-12-22,"1,00085869156851"
2012-12-23,"0,998653755703971"
2012-12-24,"1,00230896419928"
2012-12-25,"1,00245554785481"
2012-12-26,"1,00502354810931"
2012-12-27,"1,00614454973437"
2012-12-28,"1,00873428512159"
2012-12-29,"1,0068134909554"
2012-12-30,"1,0046596838608"
2012-12-31,"1,0321374746573"
2013-01-01,"0,995873983902649"
2013-01-02,"0,999183990236055"
2013-01-03,"1,0011945475565"
2013-01-04,"1,00872772126455"
2013-01-05,"1,00065660499028"
2013-01-06,"0,999405409201798"
2013-01-07,"1,00334871333991"
2013-01-08,"1,01559203220171"
2013-01-09,"1,01215646466226"
2013-01-10,"1,03177502213539"
2013-01-11,"1,02136558708032"
2013-01-12,"1,01315016100097"
2013-01-13,"1,01041964456684"
2013-01-14,"1,01373393717054"
2013-01-15,"1,02166485060782"
2013-01-16,"1,02230883638222"
2013-01-17,"1,04183906594242"
2013-01-18,"1,03607557231298"
2013-01-19,"1,02203347416144"
2013-01-20,"1,01822438013565"
2013-01-21,"1,05927561338844"
2013-01-22,"1,08968457475175"
2013-01-23,"1,03295160152708"
2013-01-24,"1,06476809110006"
2013-01-25,"1,00484605968898"
2013-01-26,"1,00953561004299"
2013-01-27,"1,05198614814842"
2013-01-28,"1,03815176912329"
2013-01-29,"1,07112435711427"
2013-01-30,"1,07140225105993"
2013-01-31,"1,08504361188179"
2013-02-01,"1,10313127060536"
2013-02-02,"1,01510528547538"
2013-02-03,"1,0207357418762"
2013-02-04,"1,02116079966126"
2013-02-05,"1,02407896333963"
2013-02-06,"1,0275766612123"
2013-02-07,"1,02813629484851"
2013-02-08,"1,05912407545286"
2013-02-09,"1,04661734117759"
2013-02-10,"1,02928238294049"
2013-02-11,"1,04811786698"
2013-02-12,"1,07170114157302"
2013-02-13,"1,09646028562318"
2013-02-14,"1,08173184379284"
2013-02-15,"1,10874064051452"
2013-02-16,"1,08596065170667"
2013-02-17,"1,05934332694298"
2013-02-18,"1,04753982417208"
2013-02-19,"1,07322058040807"
2013-02-20,"1,07353326012177"
2013-02-21,"1,05239267727004"
2013-02-22,"1,06536360282573"
