Date,supply/loss_sum
2011-02-07,"107305,83458272"
2011-02-08,"14033,61"
2011-02-09,"14932,34049414"
2011-02-10,"76321,30575102"
2011-02-11,"26393,74845702"
2011-02-12,"27285,85845702"
2011-02-13,"58458,01297446"
2011-02-14,"47700,63928487"
2011-02-15,"123552,32138392"
2011-02-16,"185787,68265851"
2011-02-17,"179566,15252268"
2011-02-18,"464573,53766992"
2011-02-19,"285022,41863841"
2011-02-20,"464341,35108962"
2011-02-21,"487761,77766992"
2011-02-22,"424817,03655784"
2011-02-23,"326371,71420663"
2011-02-24,"193513,43536187"
2011-02-25,"345982,53517815"
2011-02-26,"271008,46322042"
2011-02-27,"559448,22927672"
2011-02-28,"608794,59490736"
2011-03-01,"718112,7793637"
2011-03-02,"560229,4180838"
2011-03-03,"611404,15627794"
2011-03-04,"887538,57136301"
2011-03-05,"817103,73254222"
2011-03-06,"920632,92923584"
2011-03-07,"892999,8565435"
2011-03-08,"1045846,93370735"
2011-03-09,"995827,69947696"
2011-03-10,"516948,31924145"
2011-03-11,"923879,79874005"
2011-03-12,"686996,17257711"
2011-03-13,"945639,95296352"
2011-03-14,"904720,70954171"
2011-03-15,"1092504,537312"
2011-03-16,"1214696,15192974"
2011-03-17,"1265860,24972975"
2011-03-18,"1260177,56257417"
2011-03-19,"1295595,58040563"
2011-03-20,"1318050,63755793"
2011-03-21,"1299731,35376498"
2011-03-22,"1226767,3870914"
2011-03-23,"1137966,07391925"
2011-03-24,"1068062,90305218"
2011-03-25,"1005226,4598006"
2011-03-26,"1169017,36968496"
2011-03-27,"1335962,75270631"
2011-03-28,"1388265,53986795"
2011-03-29,"1394622,57986795"
2011-03-30,"1397063,89063523"
2011-03-31,"1404444,95759547"
2011-04-01,"1441965,1695707"
2011-04-02,"1415391,49251146"
2011-04-03,"1439297,19552857"
2011-04-04,"1566047,50195127"
2011-04-05,"1512444,21032909"
2011-04-06,"1459229,48895425"
2011-04-07,"1449796,07802743"
2011-04-08,"1446842,57936829"
2011-04-09,"1474227,10743244"
2011-04-10,"1510852,39743243"
2011-04-11,"1381146,68737762"
2011-04-12,"1053185,640716"
2011-04-13,"466556,25890375"
2011-04-14,"95819,17497501"
2011-04-15,"219216,46681167"
2011-04-16,"88736,10476557"
2011-04-17,"0,0"
2011-04-18,"35757,8"
2011-04-19,"3313,34"
2011-04-20,"194339,28460638"
2011-04-21,"0,0"
2011-04-22,"10350,12563211"
2011-04-23,"9043,39414992"
2011-04-24,"67806,53703231"
2011-04-25,"99282,40437562"
2011-04-26,"15169,43327198"
2011-04-27,"37975,82811932"
2011-04-28,"38616,43230088"
2011-04-29,"4241,82103746"
2011-04-30,"258658,28096906"
2011-05-01,"293544,24634372"
2011-05-02,"281375,96391763"
2011-05-03,"246768,58912781"
2011-05-04,"296094,35509421"
2011-05-05,"455588,92038387"
2011-05-06,"337315,96340203"
2011-05-07,"240307,63380915"
2011-05-08,"10074,97857981"
2011-05-09,"42854,87855277"
2011-05-10,"5703,26522706"
2011-05-11,"100794,56959227"
2011-05-12,"3957,36381005"
2011-05-13,"11905,71460327"
2011-05-14,"383895,68065687"
2011-05-15,"348304,77511003"
2011-05-16,"83849,72822263"
2011-05-17,"504400,04144418"
2011-05-18,"593899,37366115"
2011-05-19,"594083,27431318"
2011-05-20,"836105,85696131"
2011-05-21,"467434,6357402"
2011-05-22,"361327,23455401"
2011-05-23,"325690,21461008"
2011-05-24,"190849,10292763"
2011-05-25,"26521,92332168"
2011-05-26,"27410,72880357"
2011-05-27,"390067,24199908"
2011-05-28,"449096,63332563"
2011-05-29,"399751,2876006"
2011-05-30,"14816,29683992"
2011-05-31,"110453,26289553"
2011-06-01,"4298,94575809"
2011-06-02,"5733,22419404"
2011-06-03,"16559,73181123"
2011-06-04,"0,0"
2011-06-05,"120904,71158756"
2011-06-06,"222620,87560218"
2011-06-07,"5246,91469125"
2011-06-08,"42242,92145824"
2011-06-09,"183740,03183374"
2011-06-10,"541782,45089887"
2011-06-11,"826438,33524249"
2011-06-12,"992770,87931848"
2011-06-13,"486657,56939561"
2011-06-14,"1036255,50531647"
2011-06-15,"780380,98484948"
2011-06-16,"1655383,83945446"
2011-06-17,"1557419,66582048"
2011-06-18,"1465222,70970466"
2011-06-19,"1700238,50870575"
2011-06-20,"814031,95978267"
2011-06-21,"813223,1078697"
2011-06-22,"737029,13316022"
2011-06-23,"1161697,9000097"
2011-06-24,"655772,2111385"
2011-06-25,"1306327,20892771"
2011-06-26,"1866239,28427637"
2011-06-27,"2025994,86104069"
2011-06-28,"1858868,96331966"
2011-06-29,"1961408,11751178"
2011-06-30,"2220750,11548121"
2011-07-01,"2234473,63776491"
2011-07-02,"2233164,43457342"
2011-07-03,"2250550,76129152"
2011-07-04,"2336525,07718636"
2011-07-05,"2422611,45448806"
2011-07-06,"2193346,93113349"
2011-07-07,"2217351,80099052"
2011-07-08,"2247644,61071739"
2011-07-09,"2236507,72223948"
2011-07-10,"2124749,17700178"
2011-07-11,"2316268,59529692"
2011-07-12,"2320969,15763293"
2011-07-13,"2391051,79882365"
2011-07-14,"2295219,82264196"
2011-07-15,"2429536,91675058"
2011-07-16,"2387977,78147807"
2011-07-17,"2542056,12013487"
2011-07-18,"1970801,6535461"
2011-07-19,"1915166,4141456"
2011-07-20,"2002712,39645792"
2011-07-21,"2025177,17681676"
2011-07-22,"1999630,77989337"
2011-07-23,"1933914,79817549"
2011-07-24,"1663574,79937592"
2011-07-25,"1719004,81023896"
2011-07-26,"1741366,92705503"
2011-07-27,"2000545,33790563"
2011-07-28,"2154717,02512856"
2011-07-29,"2156966,24577823"
2011-07-30,"2123742,39450585"
2011-07-31,"2222526,36270737"
2011-08-01,"2257567,7496463"
2011-08-02,"2780702,50423052"
2011-08-03,"2811366,12861566"
2011-08-04,"2744608,65110342"
2011-08-05,"2804529,78051657"
2011-08-06,"3104102,51977277"
2011-08-07,"2876592,22045502"
2011-08-08,"2799712,5797658"
2011-08-09,"2610964,92336465"
2011-08-10,"2556140,97550432"
2011-08-11,"2646607,65190611"
2011-08-12,"2608223,7940048"
2011-08-13,"2503672,15574833"
2011-08-14,"2474574,12485117"
2011-08-15,"2394121,24912209"
2011-08-16,"2475209,71238963"
2011-08-17,"2445015,52856289"
2011-08-18,"2595131,6831488"
2011-08-19,"2313556,02596772"
2011-08-20,"2388482,15841967"
2011-08-21,"2426853,40073294"
2011-08-22,"2554175,31950042"
2011-08-23,"2544319,13574889"
2011-08-24,"2674752,21402406"
2011-08-25,"2874084,57105535"
2011-08-26,"3089238,6665429"
2011-08-27,"2375390,94347366"
2011-08-28,"2265116,42143735"
2011-08-29,"2272003,08225973"
2011-08-30,"2379245,56510487"
2011-08-31,"3148676,69771202"
2011-09-01,"3117459,94585028"
2011-09-02,"2360959,9769137"
2011-09-03,"3062925,22641999"
2011-09-04,"3202252,24500919"
2011-09-05,"3334062,15218625"
2011-09-06,"3388132,79155455"
2011-09-07,"3277116,07746381"
2011-09-08,"3494771,32700086"
2011-09-09,"3534387,28535797"
2011-09-10,"3572510,01982692"
2011-09-11,"3153337,49686811"
2011-09-12,"2799811,26890116"
2011-09-13,"3158814,95151815"
2011-09-14,"3545162,55783889"
2011-09-15,"3624310,80812441"
2011-09-16,"3578089,78113676"
2011-09-17,"3616614,64504928"
2011-09-18,"3489092,38509718"
2011-09-19,"3438233,96244729"
2011-09-20,"2597751,83907809"
2011-09-21,"3494516,44905706"
2011-09-22,"3551667,82241842"
2011-09-23,"3509748,19360742"
2011-09-24,"3538053,74168534"
2011-09-25,"3592391,28400339"
2011-09-26,"3650369,09173342"
2011-09-27,"3602196,90985603"
2011-09-28,"3678704,41545112"
2011-09-29,"3679877,82845586"
2011-09-30,"3553897,89726171"
2011-10-01,"3536203,73805468"
2011-10-02,"3552432,95078133"
2011-10-03,"3535416,25683793"
2011-10-04,"3616614,59681891"
2011-10-05,"3678362,2585347"
2011-10-06,"3741668,79838175"
2011-10-07,"3785782,92405295"
2011-10-08,"3779224,68771835"
2011-10-09,"3752442,63365708"
2011-10-10,"3801443,76994305"
2011-10-11,"3819488,90477361"
2011-10-12,"3660244,66036907"
2011-10-13,"3778159,03167496"
2011-10-14,"3821112,70623333"
2011-10-15,"3877002,5023537"
2011-10-16,"3902362,2864894"
2011-10-17,"4029076,31023815"
2011-10-18,"4068350,06777647"
2011-10-19,"4008598,41373332"
2011-10-20,"3960181,63920368"
2011-10-21,"3868683,057521"
2011-10-22,"3844123,64259959"
2011-10-23,"3829450,85563057"
2011-10-24,"4032647,51639539"
2011-10-25,"3936105,98450316"
2011-10-26,"3851858,84456521"
2011-10-27,"3743903,27394696"
2011-10-28,"3702163,26154915"
2011-10-29,"3588689,14087281"
2011-10-30,"3790862,99431651"
2011-10-31,"3724881,91994117"
2011-11-01,"3789983,500638"
2011-11-02,"3780878,38262188"
2011-11-03,"3872925,61944241"
2011-11-04,"3932477,75047582"
2011-11-05,"3997821,33747041"
2011-11-06,"4003454,65792104"
2011-11-07,"3883433,87333312"
2011-11-08,"3902737,70845224"
2011-11-09,"4026457,76330657"
2011-11-10,"4052223,30760817"
2011-11-11,"3794791,79356975"
2011-11-12,"3879636,12259571"
2011-11-13,"3897583,64411897"
2011-11-14,"4261922,281977"
2011-11-15,"4186064,3826383"
2011-11-16,"3337934,22124549"
2011-11-17,"4224023,51797256"
2011-11-18,"4344231,5902574"
2011-11-19,"3666886,08180042"
2011-11-20,"4296377,79355517"
2011-11-21,"3517412,92402515"
2011-11-22,"3467620,8586117"
2011-11-23,"3498314,00018828"
2011-11-24,"3286338,99801598"
2011-11-25,"3714111,44510445"
2011-11-26,"3258523,9228396"
2011-11-27,"3235423,44500487"
2011-11-28,"3057814,5537483"
2011-11-29,"3569298,2675746"
2011-11-30,"3361247,34521057"
2011-12-01,"3323869,84599781"
2011-12-02,"2654829,68384234"
2011-12-03,"3222632,8407465"
2011-12-04,"3636706,85286507"
2011-12-05,"3073589,65158017"
2011-12-06,"3380275,31674052"
2011-12-07,"3557736,83869801"
2011-12-08,"3002226,47571869"
2011-12-09,"3344702,54267094"
2011-12-10,"2823380,53364677"
2011-12-11,"2706396,46714331"
2011-12-12,"2780916,30325978"
2011-12-13,"2807404,84746733"
2011-12-14,"3042988,44257427"
2011-12-15,"2711413,10139132"
2011-12-16,"2730305,05317188"
2011-12-17,"2905038,51082749"
2011-12-18,"2815130,21627942"
2011-12-19,"2413204,21601498"
2011-12-20,"2496577,46354939"
2011-12-21,"2615440,43664214"
2011-12-22,"2612375,51985718"
2011-12-23,"2524473,34820437"
2011-12-24,"2462909,69579005"
2011-12-25,"2287838,01807687"
2011-12-26,"2413000,62179745"
2011-12-27,"2348292,11981367"
2011-12-28,"2269312,13412078"
2011-12-29,"2411933,65229496"
2011-12-30,"2238729,58257533"
2011-12-31,"2175360,73647588"
2012-01-01,"2050391,86361659"
2012-01-02,"2133016,99077803"
2012-01-03,"2318112,46678516"
2012-01-04,"1960557,70592779"
2012-01-05,"1833173,40094692"
2012-01-06,"1988921,75775916"
2012-01-07,"1966673,43029848"
2012-01-08,"1928060,74892915"
2012-01-09,"2295844,25632021"
2012-01-10,"2191456,75959139"
2012-01-11,"1977555,23039159"
2012-01-12,"2096295,56760164"
2012-01-13,"2462354,03954262"
2012-01-14,"2112070,13159369"
2012-01-15,"1911097,27015834"
2012-01-16,"2326566,10657924"
2012-01-17,"2884642,97372563"
2012-01-18,"2760696,58197141"
2012-01-19,"2463923,34107416"
2012-01-20,"2459235,27927318"
2012-01-21,"2774483,54382832"
2012-01-22,"2549496,55651895"
2012-01-23,"2434913,77902663"
2012-01-24,"2596261,77265279"
2012-01-25,"3033701,36290664"
2012-01-26,"3158190,45542027"
2012-01-27,"3116954,61755597"
2012-01-28,"2900174,57642984"
2012-01-29,"3102405,09724202"
2012-01-30,"3005685,02913595"
2012-01-31,"3126522,51222305"
2012-02-01,"2510065,60362049"
2012-02-02,"2522344,73546475"
2012-02-03,"2629919,08466642"
2012-02-04,"2809811,36154105"
2012-02-05,"2900555,62247703"
2012-02-06,"3197904,47699531"
2012-02-07,"2758465,7029101"
2012-02-08,"2951068,12464326"
2012-02-09,"2606377,12516568"
2012-02-10,"2513210,35283931"
2012-02-11,"3074436,80684944"
2012-02-12,"3264789,32020141"
2012-02-13,"3437118,74931829"
2012-02-14,"3758211,46487934"
2012-02-15,"3801065,02340456"
2012-02-16,"3711173,76414441"
2012-02-17,"3489418,07591829"
2012-02-18,"3754363,07886283"
2012-02-19,"3428092,14007466"
2012-02-20,"3426508,34542389"
2012-02-21,"3569184,70322177"
2012-02-22,"3241933,61542116"
2012-02-23,"2922606,30754991"
2012-02-24,"2889660,91624069"
2012-02-25,"3265637,88878522"
2012-02-26,"3094378,79608577"
2012-02-27,"3075003,88707884"
2012-02-28,"3198788,30474064"
2012-02-29,"3253404,05850363"
2012-03-01,"3154902,70904839"
2012-03-02,"3527425,32024589"
2012-03-03,"3640998,04875905"
2012-03-04,"3238996,49262105"
2012-03-05,"2753591,9280146"
2012-03-06,"2734309,49370899"
2012-03-07,"3027954,24335255"
2012-03-08,"3004268,24851624"
2012-03-09,"3318373,65123517"
2012-03-10,"2887363,41619001"
2012-03-11,"3163096,16387969"
2012-03-12,"3638107,21237303"
2012-03-13,"2524069,75811566"
2012-03-14,"2533555,71737738"
2012-03-15,"2606994,01921431"
2012-03-16,"2600565,73319316"
2012-03-17,"2963578,79321912"
2012-03-18,"2988828,10678808"
2012-03-19,"3895098,03241753"
2012-03-20,"3572981,99756579"
2012-03-21,"3770965,14146357"
2012-03-22,"3780041,23085371"
2012-03-23,"3838615,94716237"
2012-03-24,"3830116,10219757"
2012-03-25,"3986544,87723434"
2012-03-26,"3876396,11125704"
2012-03-27,"3226477,51873876"
2012-03-28,"3268775,7769755"
2012-03-29,"3521279,70105674"
2012-03-30,"3033582,19860696"
2012-03-31,"2927791,40529533"
2012-04-01,"3405989,07341537"
2012-04-02,"2712437,82187051"
2012-04-03,"2786047,04955915"
2012-04-04,"2951060,8606545"
2012-04-05,"2918072,05352876"
2012-04-06,"2790094,48916723"
2012-04-07,"3969822,24594181"
2012-04-08,"3555997,29224276"
2012-04-09,"3273008,59375167"
2012-04-10,"3347421,39856693"
2012-04-11,"2783948,29738251"
2012-04-12,"3093380,29507995"
2012-04-13,"2723562,54737992"
2012-04-14,"2646226,17188825"
2012-04-15,"2630940,7749593"
2012-04-16,"2656336,43280932"
2012-04-17,"2656822,7299538"
2012-04-18,"2459353,33298309"
2012-04-19,"2569682,5676376"
2012-04-20,"2283424,86096727"
2012-04-21,"2473872,288362"
2012-04-22,"2576883,12430782"
2012-04-23,"3217828,2042124"
2012-04-24,"2986673,28072211"
2012-04-25,"2834249,78717887"
2012-04-26,"3036420,80530186"
2012-04-27,"2968322,66613632"
2012-04-28,"3434958,66126452"
2012-04-29,"3721466,42940515"
2012-04-30,"3483339,30070712"
2012-05-01,"3141066,27120935"
2012-05-02,"3084555,1170915"
2012-05-03,"2714914,90781536"
2012-05-04,"3199129,64580531"
2012-05-05,"3074616,2781908"
2012-05-06,"3198601,15197215"
2012-05-07,"2864142,05729931"
2012-05-08,"3120027,89567919"
2012-05-09,"3221714,03912288"
2012-05-10,"4228946,25927109"
2012-05-11,"3625621,96333329"
2012-05-12,"3684314,07197601"
2012-05-13,"4064358,08235908"
2012-05-14,"3152601,21763972"
2012-05-15,"3077375,62817551"
2012-05-16,"2990903,88222194"
2012-05-17,"2492181,96552019"
2012-05-18,"2418438,74921483"
2012-05-19,"2443604,98340032"
2012-05-20,"2721576,94265208"
2012-05-21,"2722288,44939005"
2012-05-22,"2595032,26385546"
2012-05-23,"2420388,67002624"
2012-05-24,"2543468,73836803"
2012-05-25,"2617712,95541475"
2012-05-26,"2743388,69505977"
2012-05-27,"2454607,33424635"
2012-05-28,"2409489,44438677"
2012-05-29,"2460169,17734042"
2012-05-30,"2569380,01309164"
2012-05-31,"2168100,92579323"
2012-06-01,"2121687,9385572"
2012-06-02,"2239405,5741625"
2012-06-03,"3180043,31812805"
2012-06-04,"2188761,34963076"
2012-06-05,"2059743,99904344"
2012-06-06,"2096738,44447107"
2012-06-07,"1965873,78916618"
2012-06-08,"2011954,62037458"
2012-06-09,"2290326,80333532"
2012-06-10,"2406605,47033796"
2012-06-11,"2276005,39298927"
2012-06-12,"1902633,62031212"
2012-06-13,"1830498,55647872"
2012-06-14,"1802063,00500081"
2012-06-15,"1648247,54624702"
2012-06-16,"1800880,00341721"
2012-06-17,"2105627,82162116"
2012-06-18,"1924912,37703889"
2012-06-19,"1867644,70600554"
2012-06-20,"1497621,64847172"
2012-06-21,"1635881,26249687"
2012-06-22,"1854860,68201986"
2012-06-23,"2182896,77545199"
2012-06-24,"2304707,32970865"
2012-06-25,"2294671,1021076"
2012-06-26,"1926465,58623243"
2012-06-27,"1590582,45181077"
2012-06-28,"1679005,54447878"
2012-06-29,"1560501,48150625"
2012-06-30,"1511141,34220122"
2012-07-01,"1837675,52167745"
2012-07-02,"1457937,21516542"
2012-07-03,"2398339,36137978"
2012-07-04,"2346747,07644917"
2012-07-05,"1786485,92197685"
2012-07-06,"1645484,8251609"
2012-07-07,"1457151,86296478"
2012-07-08,"1479964,02338599"
2012-07-09,"1418250,24070003"
2012-07-10,"1296527,70624273"
2012-07-11,"1362465,5892387"
2012-07-12,"1241109,82823135"
2012-07-13,"1417390,93135406"
2012-07-14,"1597926,90215281"
2012-07-15,"1331276,34627988"
2012-07-16,"1118895,75965301"
2012-07-17,"1065533,48856007"
2012-07-18,"1155969,23939659"
2012-07-19,"1395674,67823001"
2012-07-20,"1415272,43668028"
2012-07-21,"1287757,2317747"
2012-07-22,"1751881,84621606"
2012-07-23,"1772213,64078594"
2012-07-24,"1653237,22178523"
2012-07-25,"1237517,11811142"
2012-07-26,"1189041,24036324"
2012-07-27,"1251275,32837124"
2012-07-28,"1519382,3806346"
2012-07-29,"1736485,76495597"
2012-07-30,"1142712,64543354"
2012-07-31,"1039709,72334428"
2012-08-01,"1033352,91830458"
2012-08-02,"1014785,38903205"
2012-08-03,"960033,79561824"
2012-08-04,"1065977,88818595"
2012-08-05,"949621,28067625"
2012-08-06,"1097764,60789687"
2012-08-07,"944034,28170877"
2012-08-08,"885731,00773485"
2012-08-09,"1049984,12844889"
2012-08-10,"966626,25209459"
2012-08-11,"890502,96673968"
2012-08-12,"942634,07265474"
2012-08-13,"850981,90248052"
2012-08-14,"894326,71132713"
2012-08-15,"814460,98541358"
2012-08-16,"793937,11441678"
2012-08-17,"1545590,88650235"
2012-08-18,"1609687,7854325"
2012-08-19,"2909755,83936801"
2012-08-20,"1909640,42194518"
2012-08-21,"1984307,01664625"
2012-08-22,"2423028,2642828"
2012-08-23,"1764675,68979873"
2012-08-24,"1545065,90038291"
2012-08-25,"1521507,66864648"
2012-08-26,"1556041,51628547"
2012-08-27,"1464293,59521856"
2012-08-28,"1603821,13034342"
2012-08-29,"1842928,98042735"
2012-08-30,"1787380,28996911"
2012-08-31,"2473603,09667675"
2012-09-01,"2559683,15253614"
2012-09-02,"2189846,79567415"
2012-09-03,"1840813,90517497"
2012-09-04,"2250417,73699299"
2012-09-05,"1336945,73285897"
2012-09-06,"1180758,81123968"
2012-09-07,"1333631,67335478"
2012-09-08,"1413329,17321418"
2012-09-09,"1401778,42219907"
2012-09-10,"1470472,56809583"
2012-09-11,"1142056,80310103"
2012-09-12,"1329914,48966904"
2012-09-13,"1164911,7957414"
2012-09-14,"1030355,7132896"
2012-09-15,"1481191,99098653"
2012-09-16,"1149110,90672281"
2012-09-17,"1069991,93504607"
2012-09-18,"1081563,14197391"
2012-09-19,"1140088,35002598"
2012-09-20,"1444681,24678799"
2012-09-21,"1555362,95956898"
2012-09-22,"1553904,01760356"
2012-09-23,"1494793,53907307"
2012-09-24,"1672686,73320268"
2012-09-25,"1279190,96667949"
2012-09-26,"1039033,37747126"
2012-09-27,"1227344,20071643"
2012-09-28,"1963479,55513044"
2012-09-29,"1247910,96746745"
2012-09-30,"1668814,96232356"
2012-10-01,"1777507,92365702"
2012-10-02,"890081,58740043"
2012-10-03,"920041,69893191"
2012-10-04,"1237625,49686275"
2012-10-05,"1407433,36932315"
2012-10-06,"1641424,33306099"
2012-10-07,"2547178,62980619"
2012-10-08,"2544610,91935402"
2012-10-09,"2400365,22092494"
2012-10-10,"2149300,33213148"
2012-10-11,"2448040,5247194"
2012-10-12,"2472709,94124422"
2012-10-13,"2706759,45332869"
2012-10-14,"2848263,44328696"
2012-10-15,"2833182,73874655"
2012-10-16,"2589391,16778925"
2012-10-17,"2721251,19867269"
2012-10-18,"2438975,75137566"
2012-10-19,"2805414,7552663"
2012-10-20,"2874093,09088662"
2012-10-21,"2933883,74464187"
2012-10-22,"2837573,30616501"
2012-10-23,"2517681,37280783"
2012-10-24,"2778513,02092927"
2012-10-25,"3532800,99723052"
2012-10-26,"3843468,14914731"
2012-10-27,"3738456,2133293"
2012-10-28,"3300223,25772682"
2012-10-29,"3328735,76878575"
2012-10-30,"2980351,6433731"
2012-10-31,"2762341,97215249"
2012-11-01,"3554812,5583794"
2012-11-02,"3868286,70681709"
2012-11-03,"3332077,07846695"
2012-11-04,"3011058,35380823"
2012-11-05,"3243851,55003978"
2012-11-06,"2948695,94911284"
2012-11-07,"3144541,89811723"
2012-11-08,"2859585,8863663"
2012-11-09,"3174303,22741513"
2012-11-10,"2895892,98297946"
2012-11-11,"3009398,12874262"
2012-11-12,"2849402,773156"
2012-11-13,"3110805,80866618"
2012-11-14,"2644352,56776703"
2012-11-15,"2393456,66794727"
2012-11-16,"2080336,03533838"
2012-11-17,"1945604,71025567"
2012-11-18,"2596618,2753881"
