Date,indicators/rhodl_ratio
2010-11-27,110.28545737283
2010-11-28,107.100106722698
2010-11-29,108.717472441005
2010-11-30,110.200618710612
2010-12-01,111.985915526265
2010-12-02,113.406585638743
2010-12-03,87.0253021852886
2010-12-04,93.2284441041143
2010-12-05,95.866106809204
2010-12-06,118.485434294555
2010-12-07,120.500712941506
2010-12-08,118.378260641342
2010-12-09,108.955768578046
2010-12-10,105.473372799403
2010-12-11,103.862642534187
2010-12-12,103.262674729086
2010-12-13,95.3198365530081
2010-12-14,81.1434971140104
2010-12-15,87.0485119465043
2010-12-16,87.7764318518718
2010-12-17,89.7818234609686
2010-12-18,87.8021360494055
2010-12-19,105.405181537717
2010-12-20,96.2575457760456
2010-12-21,110.437219988548
2010-12-22,107.28433790602
2010-12-23,108.229923360517
2010-12-24,108.499197696312
2010-12-25,105.279282856746
2010-12-26,86.4703958433112
2010-12-27,96.4577247785367
2010-12-28,86.7458965317218
2010-12-29,115.170228794429
2010-12-30,125.549359658688
2010-12-31,133.238175896864
2011-01-01,129.505336227608
2011-01-02,138.226880284645
2011-01-03,132.994276589743
2011-01-04,126.852575094874
2011-01-05,96.7717021707799
2011-01-06,85.4919129165728
2011-01-07,87.7729477295719
2011-01-08,97.9168628955253
2011-01-09,97.0168116889046
2011-01-10,108.611042613698
2011-01-11,144.704193739579
2011-01-12,142.521484894729
2011-01-13,192.885966384571
2011-01-14,204.087994133028
2011-01-15,204.463529606813
2011-01-16,217.403290070001
2011-01-17,219.89262941596
2011-01-18,207.008122545512
2011-01-19,223.801664504961
2011-01-20,217.507153683347
2011-01-21,208.155890620496
2011-01-22,223.907853738846
2011-01-23,255.840972170018
2011-01-24,259.415154945146
2011-01-25,230.240819931561
2011-01-26,240.860624608039
2011-01-27,636.164747205939
2011-01-28,639.839554175006
2011-01-29,659.95431859731
2011-01-30,630.207442943808
2011-01-31,686.443288795954
2011-02-01,772.511956019443
2011-02-02,869.050607154879
2011-02-03,472.681813560215
2011-02-04,507.350710260452
2011-02-05,557.933132782515
2011-02-06,629.793719201425
2011-02-07,728.319727678114
2011-02-08,651.900243006594
2011-02-09,692.221512797491
2011-02-10,730.148054935443
2011-02-11,776.590667806367
2011-02-12,763.961092976422
2011-02-13,747.385923959801
2011-02-14,753.741593386962
2011-02-15,773.27754968151
2011-02-16,678.978989614901
2011-02-17,641.048952273197
2011-02-18,606.994888964957
2011-02-19,567.983056699132
2011-02-20,627.715043918012
2011-02-21,513.123808107975
2011-02-22,492.898951070008
2011-02-23,494.329148979153
2011-02-24,543.314119770086
2011-02-25,539.228742077875
2011-02-26,597.546276305256
2011-02-27,673.997902781185
2011-02-28,733.078710447566
2011-03-01,1785.48995896694
2011-03-02,1781.66557474154
2011-03-03,1727.25107924601
2011-03-04,1736.01753281946
2011-03-05,1754.96950333487
2011-03-06,1687.62693137359
2011-03-07,1607.47986225305
2011-03-08,1082.01833307893
2011-03-09,640.252010263797
2011-03-10,633.853961351736
2011-03-11,604.482126678046
2011-03-12,639.048887734355
2011-03-13,610.389494526549
2011-03-14,771.876581358244
2011-03-15,802.147699216112
2011-03-16,858.628554113315
2011-03-17,900.654817496245
2011-03-18,923.981844317973
2011-03-19,870.655355299382
2011-03-20,742.324945014829
2011-03-21,496.463713489986
2011-03-22,453.705937911045
2011-03-23,466.590691482143
2011-03-24,486.96854071952
2011-03-25,480.488106526036
2011-03-26,597.650089516141
2011-03-27,652.485208460882
2011-03-28,661.860552688609
2011-03-29,671.91853519971
2011-03-30,624.003520334185
2011-03-31,590.581368448679
2011-04-01,578.518259330534
2011-04-02,524.256007044333
2011-04-03,523.383303861957
2011-04-04,540.836552547443
2011-04-05,566.225144870878
2011-04-06,563.203649878417
2011-04-07,551.426961481457
2011-04-08,589.925494911262
2011-04-09,534.737009230847
2011-04-10,548.380481771569
2011-04-11,506.7447899284
2011-04-12,559.285499415155
2011-04-13,659.257284275306
2011-04-14,753.389016752593
2011-04-15,842.567389393983
2011-04-16,928.010231970584
2011-04-17,1035.33609570008
2011-04-18,1185.07418626095
2011-04-19,1346.71955312606
2011-04-20,1420.48350334984
2011-04-21,1549.3165446138
2011-04-22,1821.8110408211
2011-04-23,2118.71151460914
2011-04-24,2116.77527521617
2011-04-25,2172.94882636331
2011-04-26,2242.40627408634
2011-04-27,2170.22740739651
2011-04-28,2337.97880873458
2011-04-29,4909.16882808817
2011-04-30,7238.4782586141
2011-05-01,7570.31776386762
2011-05-02,7804.11103722357
2011-05-03,8255.33026177131
2011-05-04,9576.28679074153
2011-05-05,9796.87881795396
2011-05-06,8809.65722384206
2011-05-07,5526.9420554187
2011-05-08,8669.68747049975
2011-05-09,8881.82182981005
2011-05-10,10252.9797363306
2011-05-11,10190.3032854252
2011-05-12,11680.2486731427
2011-05-13,15526.9116033467
2011-05-14,18412.4204796628
2011-05-15,20280.9158824034
2011-05-16,22986.2551629625
2011-05-17,23624.8696550156
2011-05-18,24371.1967177399
2011-05-19,25091.6475438536
2011-05-20,25194.1829249443
2011-05-21,22233.1189958849
2011-05-22,20734.7587116104
2011-05-23,18851.9814978328
2011-05-24,17404.0507991184
2011-05-25,17780.5368529523
2011-05-26,18603.6466605532
2011-05-27,21639.9961774391
2011-05-28,21411.1235338231
2011-05-29,21840.9635607055
2011-05-30,22160.2331784544
2011-05-31,22743.4527022366
2011-06-01,23288.3643858915
2011-06-02,24718.4817264743
2011-06-03,18793.059874254
2011-06-04,23307.1464787337
2011-06-05,28627.4957526819
2011-06-06,48185.6074826345
2011-06-07,50893.4117323194
2011-06-08,74081.7750983132
2011-06-09,89436.64569824
2011-06-10,97627.1426127814
2011-06-11,99380.1300807057
2011-06-12,129429.346278438
2011-06-13,137189.503345257
2011-06-14,157442.76570999
2011-06-15,162544.520669382
2011-06-16,166505.122312991
2011-06-17,145069.362160494
2011-06-18,145265.007008171
2011-06-19,161151.300480841
2011-06-20,162276.616783141
2011-06-21,141907.842160667
2011-06-22,137425.586562142
2011-06-23,130263.82691917
2011-06-24,131245.443196537
2011-06-25,130307.587953872
2011-06-26,106786.049903199
2011-06-27,113373.083499001
2011-06-28,112198.392479768
2011-06-29,108748.525274437
2011-06-30,58535.8857776012
2011-07-01,56425.7679008851
2011-07-02,58685.3440683773
2011-07-03,55815.1759738951
2011-07-04,47611.1740828337
2011-07-05,44050.9978316564
2011-07-06,44996.4450198662
2011-07-07,40075.7134114322
2011-07-08,37150.6450822486
2011-07-09,32864.5961163073
2011-07-10,34297.2674214988
2011-07-11,33612.4696672618
2011-07-12,28514.056362181
2011-07-13,27093.6538129812
2011-07-14,26732.5960815204
2011-07-15,25450.1557441991
2011-07-16,24649.642580863
2011-07-17,23563.4575605859
2011-07-18,61004.7193684918
2011-07-19,61813.9064761037
2011-07-20,71750.0308995775
2011-07-21,71293.3526725274
2011-07-22,71831.9068104929
2011-07-23,71474.6949165263
2011-07-24,70421.017860997
2011-07-25,30968.3229291295
2011-07-26,30677.7526699402
2011-07-27,20101.4151088893
2011-07-28,22402.365521263
2011-07-29,22532.5135892777
2011-07-30,23431.0451102929
2011-07-31,34155.5704235313
2011-08-01,34684.3615441916
2011-08-02,34868.5869176351
2011-08-03,35399.3410797488
2011-08-04,32281.2546075209
2011-08-05,31152.2005391327
2011-08-06,30922.8261795441
2011-08-07,31641.9843984674
2011-08-08,27492.6317753932
2011-08-09,27566.5904324379
2011-08-10,26718.1930615233
2011-08-11,26679.8326458748
2011-08-12,21188.1384002527
2011-08-13,20189.8086071089
2011-08-14,19153.5164390078
2011-08-15,17803.9785752746
2011-08-16,17164.3921453079
2011-08-17,17296.8628740527
2011-08-18,17210.4655171626
2011-08-19,18128.2096963463
2011-08-20,18401.6467258091
2011-08-21,18089.5083081652
2011-08-22,17284.5177488202
2011-08-23,16466.4132460235
2011-08-24,16763.4259862521
2011-08-25,21916.6153136878
2011-08-26,19857.4202699441
2011-08-27,49033.6084254988
2011-08-28,49037.4120033641
2011-08-29,49423.5499258807
2011-08-30,49571.2122006029
2011-08-31,48689.8391662196
2011-09-01,44863.5044039572
2011-09-02,45307.3351045485
2011-09-03,10246.7088926732
2011-09-04,10470.6585460284
2011-09-05,11468.4605977009
2011-09-06,11937.9986331612
2011-09-07,12631.6589375574
2011-09-08,13468.5844464543
2011-09-09,14230.3363725627
2011-09-10,13891.9836114925
2011-09-11,37615.7661475333
2011-09-12,38260.7352651325
2011-09-13,40192.4059337151
2011-09-14,37309.6867247934
2011-09-15,36272.0976169536
2011-09-16,36405.8990935843
2011-09-17,36369.1263024707
2011-09-18,10320.9799292894
2011-09-19,9707.10794647028
2011-09-20,9061.30664034603
2011-09-21,9019.7484402723
2011-09-22,8904.86743581298
2011-09-23,9310.97162847539
2011-09-24,9366.21041656495
2011-09-25,10156.0149462101
2011-09-26,10082.0025241771
2011-09-27,9872.21003087866
2011-09-28,7809.51262352769
2011-09-29,7385.36631962084
2011-09-30,7308.36322386659
2011-10-01,7559.84480453596
2011-10-02,6805.84214614015
2011-10-03,6853.53935306571
2011-10-04,6719.30544980342
2011-10-05,6758.69914326166
2011-10-06,7895.51724972848
2011-10-07,8183.66712154513
2011-10-08,7769.96378462226
2011-10-09,7925.06120167985
2011-10-10,7922.81721858869
2011-10-11,8158.91530241472
2011-10-12,8211.43815511214
2011-10-13,7649.84281717074
2011-10-14,6982.84523992352
2011-10-15,6926.79140715535
2011-10-16,6887.31786891933
2011-10-17,7159.7996820222
2011-10-18,6751.04988128541
2011-10-19,6369.26443075264
2011-10-20,6145.59880884553
2011-10-21,5836.87615508953
2011-10-22,6349.48077847792
2011-10-23,6361.90747333352
2011-10-24,5578.86848175823
2011-10-25,5358.94727452349
2011-10-26,5133.47547923817
2011-10-27,5015.71525524331
2011-10-28,5465.80043714371
2011-10-29,5728.44048255362
2011-10-30,5433.49969631627
2011-10-31,5155.51030069355
2011-11-01,5195.57399170161
2011-11-02,4977.72618409414
2011-11-03,5168.94306315127
2011-11-04,4894.82568671084
2011-11-05,4426.41091052804
2011-11-06,4383.48996310636
2011-11-07,4446.4774306111
2011-11-08,4213.78398290486
2011-11-09,6104.17185309816
2011-11-10,6247.42583320523
2011-11-11,6282.01461877388
2011-11-12,6305.94182508924
2011-11-13,6400.87623600998
2011-11-14,6102.86338415064
2011-11-15,6029.79935270718
2011-11-16,13078.2396071806
2011-11-17,12613.0277666289
2011-11-18,12231.2901101819
2011-11-19,11821.8050832017
2011-11-20,12177.1414235471
2011-11-21,12256.2994491417
2011-11-22,12639.2849758513
2011-11-23,9940.70616709408
2011-11-24,10350.8190400891
2011-11-25,10672.2199933493
2011-11-26,10870.0366222739
2011-11-27,10743.7528101651
2011-11-28,11363.1792961261
2011-11-29,12347.730689141
2011-11-30,12807.4015906983
2011-12-01,13052.5171465033
2011-12-02,13202.8688489212
2011-12-03,12142.3575118124
2011-12-04,12204.9727220961
2011-12-05,11396.9727856346
2011-12-06,11605.3681519469
2011-12-07,11496.7254314547
2011-12-08,10938.6291274195
2011-12-09,10958.5428059395
2011-12-10,10868.9191060361
2011-12-11,11368.2992602528
2011-12-12,11420.5897553507
2011-12-13,11222.8784266559
2011-12-14,11142.8468311201
2011-12-15,11080.392829379
2011-12-16,11053.621703624
2011-12-17,10714.2264651036
2011-12-18,10039.8382195779
2011-12-19,9654.41690710786
2011-12-20,10830.0367326842
2011-12-21,10906.8553331565
2011-12-22,11006.2425905727
2011-12-23,10795.9399331765
2011-12-24,10952.0468016628
2011-12-25,11402.3569194048
2011-12-26,11144.4387604312
2011-12-27,10164.6975916675
2011-12-28,9996.47251284198
2011-12-29,9927.18562121722
2011-12-30,9801.82031254668
2011-12-31,9906.65210922367
2012-01-01,11406.2581433656
2012-01-02,11834.5529021794
2012-01-03,12215.570245036
2012-01-04,12748.7459756687
2012-01-05,14526.1289085133
2012-01-06,16261.7742121066
2012-01-07,16798.2119450137
2012-01-08,16509.3600751206
2012-01-09,17791.7865113943
2012-01-10,18247.4446064093
2012-01-11,18447.9190138948
2012-01-12,18669.1700946741
2012-01-13,17720.9989650058
2012-01-14,16988.2728512079
2012-01-15,16662.3996880217
2012-01-16,15579.3563649177
2012-01-17,14890.1420234202
2012-01-18,14719.0073141132
2012-01-19,15587.1785883496
2012-01-20,14176.8454262255
2012-01-21,13853.4423290303
2012-01-22,13468.0013226033
2012-01-23,13261.0863871009
2012-01-24,13161.290638158
2012-01-25,12980.2200726657
2012-01-26,11793.1510346615
2012-01-27,11366.7261501034
2012-01-28,11307.9646332807
2012-01-29,11145.4382155921
2012-01-30,10895.9293367286
2012-01-31,10628.6016800292
2012-02-01,10335.767635144
2012-02-02,10283.6899524789
2012-02-03,10298.5440532764
2012-02-04,10432.021766727
2012-02-05,10173.3132259446
2012-02-06,9928.08474705584
2012-02-07,9431.11621780537
2012-02-08,9140.9147245021
2012-02-09,8685.62394723032
2012-02-10,8236.31796583679
2012-02-11,8032.55709204302
2012-02-12,7768.91739904369
2012-02-13,8530.39138524178
2012-02-14,9909.08703549068
2012-02-15,9552.44431314162
2012-02-16,9332.78171919729
2012-02-17,8933.30906357598
2012-02-18,8555.2647926282
2012-02-19,8415.49142760714
2012-02-20,7740.82430157457
2012-02-21,7329.46488554415
2012-02-22,7022.35274237824
2012-02-23,6767.02955333298
2012-02-24,6997.89496827005
2012-02-25,6811.71551983568
2012-02-26,6764.86947099101
2012-02-27,6821.29534554062
2012-02-28,6173.63010582509
2012-02-29,4010.03796086317
2012-03-01,3368.63084798694
2012-03-02,3422.95033418884
2012-03-03,3192.91976579595
2012-03-04,3164.65266958957
2012-03-05,3163.71534104324
2012-03-06,3101.81082849006
2012-03-07,3004.01372688018
2012-03-08,2815.11785296928
2012-03-09,2705.34968918562
2012-03-10,2526.74784070912
2012-03-11,2417.9679132325
2012-03-12,2409.5397760204
2012-03-13,2426.15748189064
2012-03-14,2618.1297351212
2012-03-15,2618.10649701973
2012-03-16,2706.80704089588
2012-03-17,2749.10799633888
2012-03-18,2823.43384811415
2012-03-19,2868.55936783592
2012-03-20,2834.58015915331
2012-03-21,2666.59674941344
2012-03-22,2712.48992105398
2012-03-23,2654.23486209066
2012-03-24,2608.31206040963
2012-03-25,2557.50669134504
2012-03-26,2470.74140387892
2012-03-27,2495.07342059868
2012-03-28,2459.19246464815
2012-03-29,2471.49312489599
2012-03-30,2703.59792404099
2012-03-31,2716.18144995878
2012-04-01,2496.29401224452
2012-04-02,2541.58347747825
2012-04-03,2611.53707795113
2012-04-04,2715.37593671926
2012-04-05,2705.89897642249
2012-04-06,2611.84991739227
2012-04-07,2639.06696887621
2012-04-08,2639.38339697935
2012-04-09,2780.00993571763
2012-04-10,2724.0036745036
2012-04-11,2771.26691406432
2012-04-12,2871.49056366074
2012-04-13,2753.99721640764
2012-04-14,2778.49619976502
2012-04-15,2857.71407097052
2012-04-16,2890.57201755674
2012-04-17,2933.17427191866
2012-04-18,2946.56384318129
2012-04-19,2925.6942883462
2012-04-20,3077.26410484535
2012-04-21,3096.52330108577
2012-04-22,3113.54108952143
2012-04-23,2852.22485987082
2012-04-24,2773.27482249584
2012-04-25,3165.63819101555
2012-04-26,3042.78440952546
2012-04-27,2824.17833084703
2012-04-28,2774.45835892659
2012-04-29,2600.89009025284
2012-04-30,2550.82613793502
2012-05-01,2523.78215225755
2012-05-02,2093.03797296923
2012-05-03,1656.47227662171
2012-05-04,1894.56862936374
2012-05-05,1900.83832499624
2012-05-06,2102.08514102195
2012-05-07,2131.29753694925
2012-05-08,2050.33756920768
2012-05-09,2027.85325472899
2012-05-10,2018.14067197577
2012-05-11,1989.53844316505
2012-05-12,1964.42515890396
2012-05-13,1672.36977683826
2012-05-14,1650.82164372602
2012-05-15,1601.34357900528
2012-05-16,1478.73322548972
2012-05-17,1569.32651158332
2012-05-18,1519.8982255561
2012-05-19,1399.5581812878
2012-05-20,1393.27745792872
2012-05-21,1388.29183630158
2012-05-22,1400.49181137507
2012-05-23,1349.90746794092
2012-05-24,1301.68723798297
2012-05-25,1188.92069758706
2012-05-26,1030.89159125502
2012-05-27,1000.9847585531
2012-05-28,957.371059504169
2012-05-29,892.029114560944
2012-05-30,838.882594819161
2012-05-31,954.678984166387
2012-06-01,945.415140324601
2012-06-02,687.626266202225
2012-06-03,657.687684707091
2012-06-04,717.536013852006
2012-06-05,690.198741795406
2012-06-06,679.915990391613
2012-06-07,568.433220083703
2012-06-08,493.704328328816
2012-06-09,455.518229957634
2012-06-10,434.297056435149
2012-06-11,413.880430358845
2012-06-12,428.209441779621
2012-06-13,331.725882626997
2012-06-14,306.856198169754
2012-06-15,288.248355569416
2012-06-16,281.999778317172
2012-06-17,295.593918997499
2012-06-18,287.993032283038
2012-06-19,279.300305954375
2012-06-20,279.162519498067
2012-06-21,279.029554275093
2012-06-22,260.505413390862
2012-06-23,249.179068393344
2012-06-24,249.658883467175
2012-06-25,237.196719473378
2012-06-26,230.481712048321
2012-06-27,215.254293939353
2012-06-28,214.075960944538
2012-06-29,208.493757631298
2012-06-30,208.153159075596
2012-07-01,196.39486656843
2012-07-02,200.050002952839
2012-07-03,192.085794688939
2012-07-04,189.03275342045
2012-07-05,186.629907440338
2012-07-06,190.025174986469
2012-07-07,195.794490723399
2012-07-08,201.675259233281
2012-07-09,195.730763729665
2012-07-10,221.12617991607
2012-07-11,216.968406464917
2012-07-12,213.304219720898
2012-07-13,222.139860772686
2012-07-14,248.865235745281
2012-07-15,241.146701343203
2012-07-16,259.581508971028
2012-07-17,295.805656178281
2012-07-18,313.877351144285
2012-07-19,339.284399540913
2012-07-20,323.039021255252
2012-07-21,313.69363450179
2012-07-22,319.730710676116
2012-07-23,312.106450543827
2012-07-24,274.336536566759
2012-07-25,266.846239900235
2012-07-26,259.61848171495
2012-07-27,264.670984832521
2012-07-28,262.698891289282
2012-07-29,263.600523331881
2012-07-30,267.780281996292
2012-07-31,275.876778383233
2012-08-01,280.564357020873
2012-08-02,305.257053288999
2012-08-03,318.291422553192
2012-08-04,329.561402709961
2012-08-05,349.940162814664
2012-08-06,358.562225482172
2012-08-07,344.813497584477
2012-08-08,352.454874871975
2012-08-09,338.328687351105
2012-08-10,329.327151402041
2012-08-11,329.019864326844
2012-08-12,328.620400840235
2012-08-13,335.818234554169
2012-08-14,344.272744227638
2012-08-15,340.925795186955
2012-08-16,358.945772196617
2012-08-17,404.369902779497
2012-08-18,409.244991419061
2012-08-19,457.396233276795
2012-08-20,483.766843538955
2012-08-21,469.896093715674
2012-08-22,492.330590947133
2012-08-23,478.771625037069
2012-08-24,431.748844583391
2012-08-25,418.803643610214
2012-08-26,423.745132762422
2012-08-27,456.112161670278
2012-08-28,455.432082433634
2012-08-29,437.347904951767
2012-08-30,430.273570759054
2012-08-31,471.672856810736
2012-09-01,423.198869046319
2012-09-02,390.514999219136
2012-09-03,377.433884064246
2012-09-04,377.504845434365
2012-09-05,352.799439311833
2012-09-06,354.522056558772
2012-09-07,332.688554888478
2012-09-08,323.669290294419
2012-09-09,376.882567544627
2012-09-10,437.652179871197
2012-09-11,414.174558537804
2012-09-12,406.009059564377
2012-09-13,399.328209878616
2012-09-14,378.561784557237
2012-09-15,373.753245703962
2012-09-16,376.359322138358
2012-09-17,381.520008394616
2012-09-18,386.67622851802
2012-09-19,408.158944337961
2012-09-20,480.890269226888
2012-09-21,504.211823227085
2012-09-22,499.381019139222
2012-09-23,490.421596537228
2012-09-24,497.46972823582
2012-09-25,499.066254380166
2012-09-26,506.936926607064
2012-09-27,528.793197499951
2012-09-28,532.500611658483
2012-09-29,551.981591006917
2012-09-30,575.265189089615
2012-10-01,570.573751658544
2012-10-02,582.088217029496
2012-10-03,577.874809344465
2012-10-04,571.524659867885
2012-10-05,544.060088607615
2012-10-06,539.75224039812
2012-10-07,519.919602200864
2012-10-08,521.983891462078
2012-10-09,493.174064172033
2012-10-10,454.78906896571
2012-10-11,423.638574887637
2012-10-12,412.167924769638
2012-10-13,413.316943989381
2012-10-14,424.806694202976
2012-10-15,392.154808817682
2012-10-16,402.933491190856
2012-10-17,422.087943381191
2012-10-18,428.9535903607
2012-10-19,409.601125788429
2012-10-20,409.234721733036
2012-10-21,417.070254460141
2012-10-22,416.422092229033
2012-10-23,417.290027694057
2012-10-24,402.073817571147
2012-10-25,424.935355606255
2012-10-26,426.980594892124
2012-10-27,415.613718799545
2012-10-28,405.246870440395
2012-10-29,384.66496856598
2012-10-30,400.024041383371
2012-10-31,393.808279932098
2012-11-01,393.699262115816
2012-11-02,399.053224518793
2012-11-03,381.676074968674
2012-11-04,384.396003640601
2012-11-05,399.251633027218
2012-11-06,385.391568462869
2012-11-07,376.740286062085
2012-11-08,363.393329578309
2012-11-09,351.632962572331
2012-11-10,346.79590329625
2012-11-11,337.173177984439
2012-11-12,326.518102572091
2012-11-13,353.754101640755
2012-11-14,352.497029760484
2012-11-15,358.756821005147
2012-11-16,391.221801818286
2012-11-17,414.314492495909
2012-11-18,416.793592829326
2012-11-19,436.699672581005
2012-11-20,419.165571117405
2012-11-21,425.98857226931
2012-11-22,428.345766389505
2012-11-23,412.304482073973
2012-11-24,423.298102465735
2012-11-25,409.411577146791
2012-11-26,418.121493429455
2012-11-27,417.063417572043
2012-11-28,415.309160430303
2012-11-29,409.788426836008
2012-11-30,421.338893571586
2012-12-01,405.818072371724
2012-12-02,396.02944475473
2012-12-03,403.727032306924
2012-12-04,417.83976291547
2012-12-05,457.785065108556
2012-12-06,467.819582757229
2012-12-07,470.436460645273
2012-12-08,469.883103307646
2012-12-09,491.163911463541
2012-12-10,501.008320089209
2012-12-11,498.070319919494
2012-12-12,502.717590429857
2012-12-13,535.732155891163
2012-12-14,547.670042042821
2012-12-15,546.118383550013
2012-12-16,539.386217446911
2012-12-17,525.879031871625
2012-12-18,545.235508277672
2012-12-19,537.167171351821
2012-12-20,478.387266643398
2012-12-21,488.591026172762
2012-12-22,489.488441026694
2012-12-23,481.999172482211
2012-12-24,491.860444057081
2012-12-25,456.70469878688
2012-12-26,443.314078048879
2012-12-27,431.209132949735
2012-12-28,416.900774808475
2012-12-29,425.954247102678
2012-12-30,430.149165062616
2012-12-31,439.803506797553
2013-01-01,439.530560105444
2013-01-02,448.670542183692
2013-01-03,457.846889915859
2013-01-04,484.577914896536
2013-01-05,479.252068629118
2013-01-06,472.933000964397
2013-01-07,470.72856663185
2013-01-08,512.273421265819
2013-01-09,507.934286594488
2013-01-10,531.870828656493
2013-01-11,516.69196491227
2013-01-12,505.046715904755
2013-01-13,503.679330136555
2013-01-14,507.635733338581
2013-01-15,529.157286135269
2013-01-16,540.94402393665
2013-01-17,553.18269103879
2013-01-18,564.416394312122
2013-01-19,558.237879584314
2013-01-20,558.868457734539
2013-01-21,601.511529485129
2013-01-22,655.186895451952
2013-01-23,675.551964811725
2013-01-24,722.590460126662
2013-01-25,724.247460766497
2013-01-26,739.986950829067
2013-01-27,809.805725858152
2013-01-28,806.271109573032
2013-01-29,867.4679144914
2013-01-30,922.891350683012
2013-01-31,977.389857461378
2013-02-01,1101.93577755751
2013-02-02,1119.38772600927
2013-02-03,1131.98956877275
2013-02-04,1160.51957811367
2013-02-05,1113.24014373869
2013-02-06,1054.73727516583
2013-02-07,1028.18747132212
2013-02-08,994.014757821403
2013-02-09,1003.34575468704
2013-02-10,992.288878415305
2013-02-11,991.560660741192
2013-02-12,1001.83192108792
2013-02-13,1060.72321761961
2013-02-14,1118.85257247396
2013-02-15,1153.09052108191
2013-02-16,1184.68719830047
2013-02-17,1253.03393792562
2013-02-18,1274.89849102952
2013-02-19,1327.58016326043
2013-02-20,1374.25078931186
2013-02-21,1376.83678109293
2013-02-22,1381.02867500734
2013-02-23,1372.31110803336
2013-02-24,1390.05437072279
2013-02-25,1534.35312349539
2013-02-26,1569.24749244552
2013-02-27,1526.13739570682
2013-02-28,1672.61840715507
2013-03-01,1741.0734260536
2013-03-02,1761.45465911565
2013-03-03,1736.02657704936
2013-03-04,1703.40820910935
2013-03-05,1876.25091898449
2013-03-06,2303.16512626859
2013-03-07,2393.36039340239
2013-03-08,2424.27968882366
2013-03-09,2542.61136267009
2013-03-10,2585.31918256686
2013-03-11,2651.78839437846
2013-03-12,2610.16712912455
2013-03-13,2446.20454601815
2013-03-14,2414.25174898763
2013-03-15,2459.26673818949
2013-03-16,2400.41764578959
2013-03-17,2434.88209956654
2013-03-18,2505.77519796617
2013-03-19,2782.30649347017
2013-03-20,2978.7565236063
2013-03-21,3402.15051392312
2013-03-22,3768.35098555236
2013-03-23,3793.1392323416
2013-03-24,4004.30892332264
2013-03-25,4400.09756407781
2013-03-26,4477.95256266169
2013-03-27,4671.20657190505
2013-03-28,4952.14343807251
2013-03-29,5097.18692580342
2013-03-30,5441.95060464383
2013-03-31,5459.76591716341
