Date,market/marketcap_realized_usd
2017-02-12,7590639267.88626
2017-02-13,7605860182.77097
2017-02-14,7618563815.57427
2017-02-15,7626394152.31912
2017-02-16,7640480543.83338
2017-02-17,7669680349.21184
2017-02-18,7686377324.73983
2017-02-19,7697469503.92953
2017-02-20,7710637395.26902
2017-02-21,7739089609.55397
2017-02-22,7782456912.2287
2017-02-23,7817744605.18714
2017-02-24,7881974520.07063
2017-02-25,7897932068.30623
2017-02-26,7909030918.47103
2017-02-27,7936216627.11808
2017-02-28,7959713531.2687
2017-03-01,7995175747.78203
2017-03-02,8040426258.88854
2017-03-03,8095296199.67237
2017-03-04,8121255423.97117
2017-03-05,8140718924.38263
2017-03-06,8180056007.2508
2017-03-07,8204737181.91089
2017-03-08,8220586443.30872
2017-03-09,8227211092.25265
2017-03-10,8252053480.10442
2017-03-11,8258185619.51358
2017-03-12,8273263055.99327
2017-03-13,8331293043.75418
2017-03-14,8353725780.29904
2017-03-15,8389764266.62875
2017-03-16,8421477049.40179
2017-03-17,8423454520.28539
2017-03-18,8419324764.49573
2017-03-19,8417539213.93413
2017-03-20,8414164960.34121
2017-03-21,8439049547.15831
2017-03-22,8452450722.69615
2017-03-23,8449490034.94581
2017-03-24,8459752504.78971
2017-03-25,8447189650.91699
2017-03-26,8462142957.85673
2017-03-27,8469139382.70212
2017-03-28,8491790653.94236
2017-03-29,8498608745.13208
2017-03-30,8511153716.84021
2017-03-31,8535840341.19156
2017-04-01,8553580994.73112
2017-04-02,8565048836.86877
2017-04-03,8595198085.62372
2017-04-04,8615054677.57765
2017-04-05,8632911317.85814
2017-04-06,8659475806.31669
2017-04-07,8694930510.31559
2017-04-08,8708138011.96805
2017-04-09,8725621190.11738
2017-04-10,8748996789.0505
2017-04-11,8772417838.37715
2017-04-12,8798081630.17924
2017-04-13,8806537618.96817
2017-04-14,8819208428.18981
2017-04-15,8827111682.93312
2017-04-16,8833330954.37357
2017-04-17,8856871088.9728
2017-04-18,8879065243.38801
2017-04-19,8894327939.21315
2017-04-20,8918707434.62375
2017-04-21,8938811493.39195
2017-04-22,8948849687.40735
2017-04-23,8962267041.08739
2017-04-24,8986807599.558
2017-04-25,9015205479.93671
2017-04-26,9045324631.0797
2017-04-27,9081260221.11871
2017-04-28,9130355886.49681
2017-04-29,9156031387.86491
2017-04-30,9180610070.04815
2017-05-01,9249109758.72849
2017-05-02,9308976001.43363
2017-05-03,9359489499.95138
2017-05-04,9469160523.78946
2017-05-05,9554369526.73965
2017-05-06,9596828743.74103
2017-05-07,9633051902.55207
2017-05-08,9716685495.68406
2017-05-09,9824302812.30474
2017-05-10,9901820966.308
2017-05-11,10025745270.7689
2017-05-12,10090600430.7467
2017-05-13,10118574344.4978
2017-05-14,10160327041.0365
2017-05-15,10207706373.9925
2017-05-16,10244206081.0571
2017-05-17,10341998987.0008
2017-05-18,10393911358.525
2017-05-19,10497673608.0702
2017-05-20,10580442492.1932
2017-05-21,10668143064.8176
2017-05-22,10874039601.7286
