Date,indicators/average_dormancy_supply_adjusted
2013-12-06,5.629829666104311e-07
2013-12-07,3.227744672123602e-07
2013-12-08,2.1216265972487385e-07
2013-12-09,2.231593245771699e-07
2013-12-10,4.0607373763966667e-07
2013-12-11,5.774508584571008e-07
2013-12-12,2.8650397501810003e-07
2013-12-13,4.1261526455460247e-07
2013-12-14,7.872476217267138e-07
2013-12-15,1.0518809329294727e-06
2013-12-16,5.60747431377411e-07
2013-12-17,2.65196558022114e-07
2013-12-18,6.140834107707614e-07
2013-12-19,2.935666543797925e-07
2013-12-20,1.0802558638841666e-06
2013-12-21,1.0980993064417695e-05
2013-12-22,3.303293838120193e-07
2013-12-23,3.499587226893875e-07
2013-12-24,5.506854726957461e-07
2013-12-25,2.784815373419886e-06
2013-12-26,3.2267781470612503e-07
2013-12-27,1.4558818963711422e-06
2013-12-28,1.0307429507426079e-07
2013-12-29,2.8284156691305395e-07
2013-12-30,1.5197966351845003e-07
2013-12-31,2.935779050790361e-07
2014-01-01,2.9830147386556366e-07
2014-01-02,4.660528039945187e-07
2014-01-03,3.6554583371508164e-07
2014-01-04,1.6006552834097025e-06
2014-01-05,6.783597324389943e-07
2014-01-06,2.8914233755741906e-07
2014-01-07,3.743942610482549e-07
2014-01-08,7.314540820519081e-07
2014-01-09,4.1658183549719e-07
2014-01-10,3.1099441049720365e-07
2014-01-11,3.008220182583927e-06
2014-01-12,1.1305249373689571e-06
2014-01-13,4.508648875947172e-07
2014-01-14,9.782987194729827e-07
2014-01-15,7.06460500199372e-07
2014-01-16,6.49045396941205e-07
2014-01-17,5.501899582469856e-07
2014-01-18,4.523860420074518e-07
2014-01-19,8.350511029200882e-07
2014-01-20,3.7199119707417514e-07
2014-01-21,4.7148751715317637e-07
2014-01-22,9.962160799373784e-07
2014-01-23,3.3797946106638924e-07
2014-01-24,5.407412122571173e-07
2014-01-25,6.839680356312906e-07
2014-01-26,3.48623055982745e-07
2014-01-27,4.522919682995572e-07
2014-01-28,3.7481770251810104e-07
2014-01-29,7.783580327797468e-07
2014-01-30,5.700142515051773e-07
2014-01-31,3.9517773182573086e-07
2014-02-01,8.037652963638236e-07
2014-02-02,3.732418068877507e-07
2014-02-03,2.928244090380694e-07
2014-02-04,4.477339289396545e-07
2014-02-05,1.8353853908256727e-06
2014-02-06,1.0782494115721404e-06
2014-02-07,4.621541684800765e-07
2014-02-08,4.213452183761345e-07
2014-02-09,4.712913951730231e-07
2014-02-10,5.830644393602904e-07
2014-02-11,5.702192649060675e-07
2014-02-12,7.596342418522516e-07
2014-02-13,3.736186207108605e-07
2014-02-14,4.2046357986044154e-07
2014-02-15,2.159942943584473e-07
2014-02-16,5.197442736227035e-07
2014-02-17,3.6457809580876e-07
2014-02-18,1.5076180406006236e-06
2014-02-19,4.384408191776626e-07
2014-02-20,9.443172704854966e-07
2014-02-21,5.202060039747577e-07
2014-02-22,3.085890095673053e-07
2014-02-23,7.097277220180842e-07
2014-02-24,5.128014965707627e-07
2014-02-25,1.0022786745826548e-06
2014-02-26,3.085875789352297e-07
2014-02-27,4.17035105555341e-07
2014-02-28,1.6792522604874234e-06
2014-03-01,1.2889471483580616e-06
2014-03-02,5.673220496636007e-07
2014-03-03,4.592741928693141e-07
2014-03-04,2.9747636034321353e-07
2014-03-05,7.54510601836118e-07
2014-03-06,5.21994555273467e-07
2014-03-07,5.759492080631471e-06
2014-03-08,1.7891987256424642e-07
2014-03-09,9.176057963242248e-06
2014-03-10,8.164253299400623e-07
2014-03-11,4.5246179387893973e-07
2014-03-12,5.570661759912215e-07
2014-03-13,3.811352904081536e-07
2014-03-14,2.370342228548044e-07
2014-03-15,2.4782324816742166e-07
2014-03-16,4.3839122366964777e-07
2014-03-17,4.182632261771437e-07
2014-03-18,1.7693588011896356e-07
2014-03-19,4.6229501041943537e-07
2014-03-20,7.811012051540176e-07
2014-03-21,1.8132909338298404e-06
2014-03-22,1.0080490961991981e-06
2014-03-23,3.854884750351596e-07
2014-03-24,4.771327633566011e-07
2014-03-25,5.243007138865472e-07
2014-03-26,3.91206291926513e-07
2014-03-27,6.215253504177028e-07
2014-03-28,5.881355113535633e-07
2014-03-29,5.3042048240773e-07
2014-03-30,5.164268484358517e-07
2014-03-31,3.9750671891357784e-07
2014-04-01,3.084921004164001e-07
2014-04-02,2.7137194373346566e-07
2014-04-03,1.5872456060566429e-06
2014-04-04,1.9550604600433335e-07
2014-04-05,1.4746431765980901e-06
2014-04-06,1.627913323089569e-06
2014-04-07,3.340271594462529e-07
2014-04-08,2.575714735267408e-07
2014-04-09,1.2143696227237855e-06
2014-04-10,8.038840500793874e-07
2014-04-11,5.301433571167299e-07
2014-04-12,2.0277305096380862e-07
2014-04-13,3.1525553153517015e-07
2014-04-14,3.662023973248858e-07
2014-04-15,3.37691926565478e-07
2014-04-16,1.8665271364925124e-06
2014-04-17,5.594692058945878e-07
2014-04-18,2.471734066507452e-07
2014-04-19,1.5254249343461078e-07
2014-04-20,5.098192554514917e-07
2014-04-21,1.9570281633847138e-07
2014-04-22,2.783087603565927e-07
2014-04-23,6.801933092657097e-07
2014-04-24,5.748863041348587e-07
2014-04-25,3.2336501651666743e-07
2014-04-26,3.3655788187222607e-07
2014-04-27,4.569566698330718e-07
2014-04-28,3.5839640817480857e-07
2014-04-29,5.215827831764971e-07
2014-04-30,2.2813295425308809e-07
2014-05-01,3.441974136303966e-07
2014-05-02,2.261588750707683e-07
2014-05-03,1.4201771442044295e-07
2014-05-04,2.0953541728684546e-07
2014-05-05,3.852751953539213e-07
2014-05-06,2.372086360916017e-07
2014-05-07,2.4545226260700527e-07
2014-05-08,1.1033466942849703e-07
2014-05-09,8.73391999620062e-08
2014-05-10,1.5830823590754678e-07
2014-05-11,2.7462949637668655e-07
2014-05-12,2.0712550718434935e-07
2014-05-13,1.5320127047433554e-07
2014-05-14,8.084701476289463e-07
2014-05-15,1.982245317567036e-07
2014-05-16,1.791827135012057e-07
2014-05-17,1.7162588204981078e-07
2014-05-18,5.828035722268369e-07
2014-05-19,3.6256939675165236e-07
2014-05-20,1.6140045362671513e-07
2014-05-21,3.1036114662209314e-07
2014-05-22,3.3400557007127765e-07
2014-05-23,1.630131936644188e-07
2014-05-24,1.0009989559942906e-06
2014-05-25,6.052129746073728e-07
2014-05-26,3.523623493622673e-07
2014-05-27,2.5017548493182298e-06
2014-05-28,2.712885440440978e-07
2014-05-29,2.439046867427553e-07
2014-05-30,4.472838178700132e-07
2014-05-31,7.924647660656242e-07
2014-06-01,4.696740352153098e-07
2014-06-02,3.457816134068118e-07
2014-06-03,3.0926198161837883e-07
2014-06-04,2.8332764867359424e-07
2014-06-05,2.04807807276018e-07
2014-06-06,2.26344590222043e-07
2014-06-07,2.172981795908858e-07
2014-06-08,2.4867793709527846e-07
2014-06-09,1.2241570261642533e-06
2014-06-10,1.4852786743556087e-06
2014-06-11,2.0015333011333596e-06
2014-06-12,3.662614818424902e-06
2014-06-13,4.115580678417572e-07
2014-06-14,2.5296596416726147e-07
2014-06-15,1.9417008353036953e-07
2014-06-16,3.7398837561403177e-07
2014-06-17,3.162330926273934e-07
2014-06-18,3.4404103129620523e-07
2014-06-19,2.612037246206585e-07
2014-06-20,2.892860966335237e-07
2014-06-21,2.735340443963366e-07
2014-06-22,3.104988290182825e-07
2014-06-23,5.675258166833879e-07
2014-06-24,7.31904219007812e-07
2014-06-25,2.7303004807540506e-07
2014-06-26,6.7549395414993e-07
2014-06-27,3.306089878512784e-07
2014-06-28,2.491859128904397e-07
2014-06-29,3.8997602331651e-07
2014-06-30,6.378030521183245e-07
2014-07-01,3.9789359438655215e-07
2014-07-02,5.190152960138995e-07
2014-07-03,7.573743464320914e-07
2014-07-04,4.1139104707598015e-07
2014-07-05,4.1618288942149075e-07
2014-07-06,3.574908617696456e-07
2014-07-07,3.996826465253052e-07
2014-07-08,2.329268737961682e-07
2014-07-09,9.399531053116124e-07
2014-07-10,4.688537590272944e-07
2014-07-11,2.52058800004858e-07
2014-07-12,3.4917840587324273e-07
2014-07-13,1.807576970503916e-07
2014-07-14,2.8176715831239626e-07
2014-07-15,3.1070699306082904e-07
2014-07-16,2.5309700777563967e-07
2014-07-17,5.699614203861894e-07
2014-07-18,5.128246422074129e-07
2014-07-19,9.692690164743715e-07
2014-07-20,6.984354494501467e-07
2014-07-21,1.1270304951356495e-06
2014-07-22,6.1289047190606e-07
2014-07-23,1.6004385077603963e-06
2014-07-24,6.894267485922147e-07
2014-07-25,4.077927715740655e-07
2014-07-26,5.080022442121259e-07
2014-07-27,9.362637692295181e-07
2014-07-28,6.894828742909856e-07
2014-07-29,6.286800489266465e-07
2014-07-30,4.2887432381701454e-07
2014-07-31,7.279402539493695e-07
2014-08-01,1.4503872278595992e-06
2014-08-02,6.012092877870428e-07
2014-08-03,3.675974888439784e-07
2014-08-04,1.6475816808787435e-06
2014-08-05,3.6471424755914355e-06
2014-08-06,8.5516112710283e-07
2014-08-07,8.225159929162086e-07
2014-08-08,5.0253291039177e-07
2014-08-09,5.68942426253919e-07
2014-08-10,4.875223244078066e-07
2014-08-11,3.408788891004746e-07
2014-08-12,3.612648717232619e-07
2014-08-13,4.6527986560911233e-07
2014-08-14,3.555888611329481e-07
2014-08-15,4.76857122229278e-07
2014-08-16,3.299826513002579e-07
2014-08-17,5.640853081729997e-07
2014-08-18,4.716302816568038e-07
2014-08-19,4.263896829910391e-07
2014-08-20,3.178376673834911e-07
2014-08-21,8.759873818560622e-07
2014-08-22,1.0789320314672967e-07
2014-08-23,8.876952543475208e-07
2014-08-24,3.904827300922701e-07
2014-08-25,4.991561756678417e-07
2014-08-26,1.4897893704740257e-07
2014-08-27,1.3246976899514553e-07
2014-08-28,1.229172490375706e-06
2014-08-29,1.348010330899662e-06
2014-08-30,3.2681400157417913e-07
2014-08-31,5.560165189135067e-07
2014-09-01,6.838875649741505e-07
2014-09-02,5.961837016122042e-07
2014-09-03,6.431217993821278e-07
2014-09-04,1.0083493680545475e-06
2014-09-05,1.1916244117945545e-06
2014-09-06,2.7307763582759563e-06
2014-09-07,8.107014622228185e-07
2014-09-08,3.386867497200879e-07
2014-09-09,1.7366593056805979e-06
2014-09-10,8.47949926231404e-07
2014-09-11,7.660190583207755e-07
2014-09-12,8.419243026716778e-07
2014-09-13,4.7168974020523393e-07
2014-09-14,4.799908557882365e-07
2014-09-15,1.1336111485296358e-06
2014-09-16,4.91028454287627e-07
2014-09-17,7.717621962577259e-07
2014-09-18,8.953596936417698e-07
2014-09-19,6.741468257351113e-07
2014-09-20,1.6849640995238224e-06
2014-09-21,4.661411090486403e-07
2014-09-22,3.436516564365375e-07
2014-09-23,6.644460909797797e-07
2014-09-24,3.986655688920175e-07
2014-09-25,4.823593230750893e-07
2014-09-26,9.87525595026804e-07
2014-09-27,3.9973531725708303e-07
2014-09-28,7.957175305510809e-07
2014-09-29,1.044421705219261e-06
2014-09-30,7.119518425834469e-07
2014-10-01,5.869892880329091e-07
2014-10-02,6.65717238670082e-07
2014-10-03,7.510812444055584e-07
2014-10-04,8.405691024298529e-07
2014-10-05,1.4166008233710564e-06
2014-10-06,9.094403235227888e-07
2014-10-07,4.584880432587427e-07
2014-10-08,3.660433276926017e-07
2014-10-09,3.1611350331573555e-07
2014-10-10,7.83082943462699e-07
2014-10-11,1.9013217456945987e-07
2014-10-12,6.475961285238735e-07
2014-10-13,5.54157673800235e-07
2014-10-14,4.798696199438737e-07
2014-10-15,1.0646625242966137e-06
2014-10-16,4.2379134925168005e-07
2014-10-17,6.409385563610607e-07
2014-10-18,2.6026677194165375e-07
2014-10-19,5.349595641568983e-07
2014-10-20,2.6549146220840297e-07
2014-10-21,2.4553453473826157e-07
2014-10-22,5.485209848301252e-07
2014-10-23,6.037586863896055e-07
2014-10-24,1.0166011947125216e-06
2014-10-25,3.0507760376937635e-07
2014-10-26,2.4798100244346215e-07
2014-10-27,4.861821596535929e-07
2014-10-28,4.0420260427966847e-07
2014-10-29,4.194029834493257e-07
2014-10-30,4.504128114995754e-07
2014-10-31,5.346832093624445e-07
2014-11-01,7.862859318681145e-07
2014-11-02,4.466406031632545e-07
2014-11-03,4.0604218146842285e-07
2014-11-04,4.042021349115028e-07
2014-11-05,3.9131589968037343e-07
2014-11-06,6.86468413881042e-07
2014-11-07,1.6647696250340234e-06
2014-11-08,1.1381373699340479e-06
2014-11-09,1.081779429443732e-06
2014-11-10,3.6274712847093804e-07
2014-11-11,5.179234423264775e-07
2014-11-12,4.834640808417296e-07
2014-11-13,3.796999671632212e-07
2014-11-14,4.534739579229106e-07
2014-11-15,2.473049685272401e-07
2014-11-16,2.409115973697657e-07
2014-11-17,4.2460317799673396e-07
2014-11-18,2.701008228966693e-07
2014-11-19,6.089580277956856e-07
2014-11-20,4.4442499994321977e-07
2014-11-21,1.4402453222931209e-07
2014-11-22,1.7323703210374937e-07
2014-11-23,2.3855973132099395e-07
2014-11-24,3.21084683370786e-07
2014-11-25,3.1093221625940864e-07
2014-11-26,4.785910970229577e-07
2014-11-27,2.2999404484498272e-07
2014-11-28,3.584491994615257e-06
2014-11-29,2.723339809174078e-07
2014-11-30,2.6019152949725375e-07
2014-12-01,4.144133231526564e-07
2014-12-02,4.331497474069783e-07
2014-12-03,2.556125300984422e-07
2014-12-04,1.4859350295049876e-06
2014-12-05,2.1745776631045773e-07
2014-12-06,2.1276472971075745e-07
2014-12-07,4.720779291568168e-07
2014-12-08,1.4549900840315595e-06
2014-12-09,1.9230142788239093e-06
2014-12-10,2.1974561696426622e-07
2014-12-11,3.564536055694553e-07
2014-12-12,2.801316538726249e-07
2014-12-13,2.081077080489751e-07
2014-12-14,2.3990080277645347e-07
2014-12-15,2.635411424109644e-07
2014-12-16,2.5622084065765293e-07
2014-12-17,2.2285297958461597e-07
2014-12-18,3.212734460575526e-07
2014-12-19,3.5032701527914713e-07
2014-12-20,3.3520044215784115e-07
2014-12-21,5.262270698218126e-07
2014-12-22,2.576733516206194e-07
2014-12-23,2.5658572846802113e-07
2014-12-24,3.014261172152444e-06
2014-12-25,1.580491728604229e-07
2014-12-26,2.1034179403238963e-07
2014-12-27,1.4235505290782359e-07
2014-12-28,8.576277946649125e-08
2014-12-29,4.3664417991417703e-07
2014-12-30,2.3786083485110156e-06
2014-12-31,7.317408745125252e-07
2015-01-01,1.6836522912129975e-07
2015-01-02,2.105180625925601e-07
2015-01-03,4.5019733517127945e-07
2015-01-04,4.400832173974456e-07
2015-01-05,3.5453211266830674e-07
2015-01-06,1.246149705208073e-06
2015-01-07,3.514484376327742e-07
2015-01-08,6.325574585633533e-07
2015-01-09,2.6993630270915327e-07
2015-01-10,2.8085861714128494e-07
2015-01-11,4.060460853201262e-07
2015-01-12,2.918157531069753e-07
2015-01-13,5.263788354918111e-07
2015-01-14,4.2646814212211496e-07
2015-01-15,3.469486644977923e-07
2015-01-16,1.926737267200637e-07
2015-01-17,1.3105552283970918e-07
2015-01-18,2.6874903978317003e-07
2015-01-19,1.3191235935300585e-07
2015-01-20,1.304902072747222e-07
2015-01-21,8.235131576798252e-07
2015-01-22,1.2279697904704867e-07
2015-01-23,1.3435070328642294e-07
2015-01-24,3.173227782935145e-07
2015-01-25,1.014886471143256e-07
2015-01-26,6.249152332802175e-07
2015-01-27,1.855959680409227e-07
2015-01-28,2.642391035930148e-07
2015-01-29,2.6296312204305634e-07
2015-01-30,2.0824400256631392e-07
2015-01-31,3.1106259095112515e-07
2015-02-01,1.7601824586425336e-07
2015-02-02,3.6762019763626217e-07
2015-02-03,2.296600702143736e-07
2015-02-04,4.35921961516349e-07
2015-02-05,1.5833067985663639e-07
2015-02-06,2.1414368678580383e-07
2015-02-07,2.3674952158422134e-07
2015-02-08,1.587561689814556e-07
2015-02-09,3.9793872649382017e-07
2015-02-10,2.0771149522594969e-07
2015-02-11,3.1622772351737256e-07
2015-02-12,2.4863161518791935e-07
2015-02-13,3.3453839737311556e-07
2015-02-14,3.553042177012162e-07
2015-02-15,3.455685247727528e-07
2015-02-16,2.5095802723061876e-07
2015-02-17,2.2121210417363343e-07
2015-02-18,1.844961460231669e-07
2015-02-19,9.995578639512848e-07
2015-02-20,2.9304422103416985e-06
2015-02-21,1.3287061255983192e-07
2015-02-22,2.4733213345943304e-07
2015-02-23,4.2920909755392966e-07
2015-02-24,2.853175719633199e-07
2015-02-25,7.287232487550783e-07
2015-02-26,1.2000247565596105e-07
2015-02-27,1.7425675290721135e-07
2015-02-28,8.584186998535946e-07
2015-03-01,1.087668378253267e-06
2015-03-02,1.2970730723371072e-07
2015-03-03,6.794649716384264e-07
2015-03-04,7.282259834852056e-07
2015-03-05,8.235998692261221e-07
2015-03-06,7.969359055206813e-07
2015-03-07,7.786573198969082e-07
2015-03-08,2.595505960579899e-07
2015-03-09,7.82487540536547e-07
2015-03-10,1.6790825765157783e-06
2015-03-11,4.50679404545119e-07
2015-03-12,3.406136160563961e-07
2015-03-13,6.039189470217739e-07
2015-03-14,1.453940069083274e-07
2015-03-15,2.4179608534520626e-07
2015-03-16,4.736807431703942e-07
2015-03-17,2.443047428941995e-07
2015-03-18,2.701773511794956e-07
2015-03-19,3.0476994825894535e-07
2015-03-20,2.1649581497180876e-07
2015-03-21,4.5092806655562963e-07
2015-03-22,2.276516457734015e-07
2015-03-23,2.57743542247687e-07
2015-03-24,2.1613560254266713e-07
2015-03-25,2.5544795952791665e-07
2015-03-26,2.1934489716801497e-07
2015-03-27,2.9239849794194246e-07
2015-03-28,2.1054118009718477e-07
2015-03-29,1.481733654677053e-07
2015-03-30,2.404399062221592e-07
2015-03-31,1.8778975554848097e-07
2015-04-01,4.036547219006119e-07
2015-04-02,1.3939234669275366e-06
2015-04-03,3.240902515811825e-07
2015-04-04,3.047682693390743e-07
2015-04-05,2.838603666994153e-07
2015-04-06,2.1200066320742912e-07
2015-04-07,2.3426448331906036e-07
2015-04-08,3.040161383986624e-07
2015-04-09,3.9142794665879885e-07
2015-04-10,7.702441566695387e-07
2015-04-11,1.484391313143791e-07
2015-04-12,5.021397471854712e-07
2015-04-13,2.9983023665710144e-07
2015-04-14,2.2549085083086648e-07
2015-04-15,1.5733927358907494e-06
2015-04-16,1.377450140902191e-07
2015-04-17,1.5066257879685324e-07
2015-04-18,1.0626732463162443e-07
2015-04-19,7.039857787078353e-08
2015-04-20,1.4272100979502897e-07
2015-04-21,2.791847918097202e-07
2015-04-22,1.4624729193204061e-07
2015-04-23,1.400800972230222e-07
2015-04-24,1.2633319398100247e-07
2015-04-25,2.7488477946862173e-07
2015-04-26,1.319970223557656e-07
2015-04-27,2.700488635580732e-07
2015-04-28,1.742678665475762e-07
2015-04-29,1.5645846565751764e-07
2015-04-30,1.1389123990231592e-07
2015-05-01,1.3727928925261586e-07
2015-05-02,8.936955146536293e-08
2015-05-03,3.7307163437030776e-07
2015-05-04,1.6644911659711872e-07
2015-05-05,1.9423263368409177e-07
2015-05-06,1.577008461046404e-07
2015-05-07,1.0937342497362534e-07
2015-05-08,1.9272209241377087e-07
2015-05-09,1.889157749882361e-07
2015-05-10,1.2577544499599888e-07
2015-05-11,4.3629039945983483e-07
2015-05-12,2.3672884627819492e-07
2015-05-13,1.5037919460469578e-07
2015-05-14,2.4290686784045374e-07
2015-05-15,2.0426704956954731e-07
2015-05-16,1.475525019154986e-07
2015-05-17,1.632333779895262e-07
2015-05-18,2.0602624925903265e-07
2015-05-19,2.818537477693585e-07
2015-05-20,1.7715756285900761e-07
2015-05-21,1.4146553596686342e-07
2015-05-22,3.3182036626572664e-07
2015-05-23,1.6119410146354982e-07
2015-05-24,1.466085966942771e-07
2015-05-25,2.7010091969178426e-07
2015-05-26,1.927701348778973e-07
2015-05-27,2.4948173637322864e-07
2015-05-28,3.486938672903061e-07
2015-05-29,2.4586050121680885e-07
2015-05-30,1.1407511853228665e-06
2015-05-31,2.815411228373332e-07
2015-06-01,3.468150171590989e-07
2015-06-02,2.2123804188425123e-07
2015-06-03,2.0832189972651515e-07
2015-06-04,1.843574410717667e-07
2015-06-05,1.2447159476572407e-07
2015-06-06,9.724173267405937e-08
2015-06-07,3.470581279241473e-07
2015-06-08,1.5455169653167284e-07
2015-06-09,1.3974537989981979e-07
2015-06-10,3.231728621025908e-07
2015-06-11,2.413473801816128e-07
2015-06-12,5.030877318622311e-07
2015-06-13,2.8242953948956984e-07
2015-06-14,2.115000437316703e-07
2015-06-15,1.6753281947303206e-07
2015-06-16,3.0947861236052235e-07
2015-06-17,2.757901430403377e-07
2015-06-18,1.253864950869065e-07
2015-06-19,4.169521932609372e-07
2015-06-20,8.158749520449703e-07
2015-06-21,4.996465042213631e-07
2015-06-22,1.8361112606257238e-07
2015-06-23,2.472066447717862e-07
2015-06-24,2.5233469448286084e-07
2015-06-25,2.4416112795310974e-07
2015-06-26,1.3561548483204162e-07
2015-06-27,1.7584151219878968e-07
2015-06-28,1.542855252710222e-07
2015-06-29,2.2905249083065118e-07
2015-06-30,2.3381709794373342e-07
2015-07-01,1.929161570645943e-07
2015-07-02,2.4382029163914943e-07
2015-07-03,4.339080109507243e-07
2015-07-04,1.034443328943838e-07
2015-07-05,3.3523920028186396e-07
2015-07-06,4.6044515329632613e-07
2015-07-07,4.99121468195143e-07
2015-07-08,7.554273984066265e-07
2015-07-09,3.9611077693190695e-07
2015-07-10,2.820235248944708e-07
2015-07-11,3.3459524914206094e-07
2015-07-12,4.226269201541489e-07
2015-07-13,1.595845845766936e-07
2015-07-14,1.590344841034851e-07
2015-07-15,1.867952413990149e-07
2015-07-16,1.7760173478358726e-07
2015-07-17,5.122679335020287e-07
2015-07-18,1.558402698998898e-07
2015-07-19,1.8574949887142457e-07
2015-07-20,5.14573813277417e-07
2015-07-21,2.6148442725146974e-07
2015-07-22,1.5870732799579397e-07
2015-07-23,1.6667804748156657e-07
2015-07-24,1.6246192014764874e-07
2015-07-25,4.528739672321253e-07
2015-07-26,3.5792589135252744e-07
2015-07-27,2.6402027917527675e-07
2015-07-28,2.2492978457585564e-07
2015-07-29,2.3451885028340653e-07
2015-07-30,2.0932264439337214e-07
2015-07-31,3.3030078212742945e-07
2015-08-01,1.5765236414637945e-07
2015-08-02,2.496943471321674e-07
2015-08-03,1.9684925475932063e-07
2015-08-04,3.020234104132743e-07
2015-08-05,1.579217030492382e-07
2015-08-06,1.789602098003057e-07
2015-08-07,1.5816565228389664e-07
2015-08-08,2.9218042934390425e-07
2015-08-09,2.737651285225435e-06
2015-08-10,1.4375261593391747e-07
2015-08-11,2.453803275766502e-07
2015-08-12,1.8261772412681487e-07
2015-08-13,2.1377189530242047e-07
2015-08-14,3.649984122952056e-07
2015-08-15,2.426308619360341e-07
2015-08-16,3.0891066216428114e-07
2015-08-17,2.1524484128003505e-07
2015-08-18,1.57237246564239e-07
2015-08-19,3.3404763285732995e-07
2015-08-20,2.6784425209965985e-07
2015-08-21,2.0178579868386988e-07
2015-08-22,2.8596844582782524e-07
2015-08-23,7.119221597372801e-07
2015-08-24,7.751603649053962e-07
2015-08-25,9.780708209858928e-07
2015-08-26,5.904841202968136e-07
2015-08-27,3.216835724503454e-07
2015-08-28,1.492207234618746e-07
2015-08-29,2.8499477340978577e-07
2015-08-30,4.780544806189312e-07
2015-08-31,2.16292659493611e-07
2015-09-01,2.2941716758058396e-07
2015-09-02,2.988284868901538e-07
2015-09-03,4.4580884988712635e-07
2015-09-04,1.7383226665631538e-07
2015-09-05,1.8928697248030137e-07
2015-09-06,2.8791647378876737e-07
2015-09-07,1.4187384948439135e-07
2015-09-08,1.8167650841931636e-07
2015-09-09,4.0058573509364945e-07
2015-09-10,7.596077496347368e-07
2015-09-11,1.333419164847886e-07
2015-09-12,1.1675000248151693e-07
2015-09-13,1.37576165033799e-07
2015-09-14,1.1199778192440055e-07
2015-09-15,2.1881590713134633e-07
2015-09-16,1.788060171832562e-07
2015-09-17,1.4703875134926453e-07
2015-09-18,1.1306853290654355e-07
2015-09-19,1.6172979735222117e-07
2015-09-20,1.9280408997243818e-07
2015-09-21,5.537449053961143e-07
2015-09-22,1.9568621447554683e-07
2015-09-23,4.872102925348299e-07
2015-09-24,1.2990712471460628e-07
2015-09-25,1.5798188119147753e-07
2015-09-26,1.7757606969129412e-07
2015-09-27,1.236407254173721e-07
2015-09-28,2.892062231369353e-07
2015-09-29,9.994742378848614e-08
2015-09-30,2.488204096811004e-07
2015-10-01,2.2589219972632578e-07
2015-10-02,9.410385153297715e-08
2015-10-03,2.3751700766521443e-07
2015-10-04,1.736993793318541e-07
2015-10-05,1.8944798914317893e-07
2015-10-06,1.428505946232765e-07
2015-10-07,6.775140150742593e-07
2015-10-08,1.6629455790037395e-07
2015-10-09,1.2354066243498922e-07
2015-10-10,1.759542776614521e-07
2015-10-11,1.519500418814983e-07
2015-10-12,5.155069446494002e-07
2015-10-13,2.0733726039611656e-07
2015-10-14,4.31355479647801e-07
2015-10-15,1.653458542335128e-07
2015-10-16,1.48546541058188e-07
2015-10-17,1.7833265233795256e-07
2015-10-18,1.5149105319274065e-07
2015-10-19,2.4136024612385647e-07
2015-10-20,2.769370366249779e-07
2015-10-21,2.646273281336067e-07
2015-10-22,2.6009609729049417e-07
2015-10-23,1.6941152325323347e-07
2015-10-24,9.895624176332585e-08
2015-10-25,2.1518270123920388e-07
2015-10-26,1.5972759730643877e-07
2015-10-27,2.0969938028494893e-07
2015-10-28,3.380767414768307e-07
2015-10-29,2.467727761704145e-07
2015-10-30,3.8193186046429137e-07
2015-10-31,5.712131885616767e-07
2015-11-01,5.770801294995167e-07
2015-11-02,1.5726559829656828e-07
2015-11-03,4.590447611948926e-07
2015-11-04,1.4542246480035059e-07
2015-11-05,2.269029527391356e-07
2015-11-06,1.1995925485314979e-07
2015-11-07,1.7289602129787034e-07
2015-11-08,1.9786411169451967e-07
2015-11-09,4.4032334945863244e-07
2015-11-10,2.9630450099629364e-07
2015-11-11,1.7678137764898269e-07
2015-11-12,1.017358570574987e-07
2015-11-13,3.9557722061989347e-07
2015-11-14,1.1358208591530388e-07
2015-11-15,1.0293647342792337e-07
2015-11-16,9.905960692872664e-08
2015-11-17,3.4582644920209735e-07
2015-11-18,9.972142680655149e-08
2015-11-19,1.6136989691324476e-07
2015-11-20,1.1833621044557227e-07
2015-11-21,1.4520389185223827e-07
2015-11-22,3.6665644057866245e-07
2015-11-23,1.1526170674855836e-07
2015-11-24,1.7927313161984915e-07
2015-11-25,1.0114519066716958e-07
2015-11-26,1.367863281670273e-07
2015-11-27,2.926696019326384e-07
2015-11-28,9.776264741608449e-08
2015-11-29,9.843114944583172e-08
2015-11-30,1.4394395857776664e-07
2015-12-01,1.1977745441734153e-07
2015-12-02,2.205973384222456e-07
2015-12-03,1.6856975006874337e-07
2015-12-04,1.484108516502309e-07
2015-12-05,8.816191797499302e-08
2015-12-06,1.3084871715571794e-07
2015-12-07,1.1342609687445965e-07
2015-12-08,8.00213738102033e-08
2015-12-09,3.3271551535258976e-07
2015-12-10,1.0723657213831385e-07
2015-12-11,1.643793160652914e-07
2015-12-12,1.1096062875275e-07
2015-12-13,7.512886308966982e-08
2015-12-14,3.3263063880893263e-07
2015-12-15,8.764311390720024e-08
2015-12-16,6.120806670775462e-08
2015-12-17,6.068908599490466e-08
2015-12-18,5.653492101588593e-08
2015-12-19,1.835681194162013e-07
2015-12-20,5.0982372206788614e-08
2015-12-21,7.498337066031203e-08
2015-12-22,7.46788455532245e-08
2015-12-23,8.830091150083282e-08
2015-12-24,9.728311427544489e-08
2015-12-25,2.837985754456874e-08
2015-12-26,9.093119917753806e-08
2015-12-27,1.5845527961850142e-07
2015-12-28,1.3164570677373575e-07
2015-12-29,1.1077847417937875e-07
2015-12-30,1.5994814713212592e-07
2015-12-31,2.2754698368569775e-07
2016-01-01,1.2177375869553844e-07
