Date,indicators/realized_profit
2017-02-27,25539167.0244615
2017-02-28,22534039.653298
2017-03-01,35516951.8000001
2017-03-02,45886336.8782549
2017-03-03,52592400.6956025
2017-03-04,25314122.472958
2017-03-05,20230663.7363146
2017-03-06,38139770.1813273
2017-03-07,29461230.136911
2017-03-08,29252370.3971516
2017-03-09,19169697.8926621
2017-03-10,32740360.6499799
2017-03-11,21893876.5292579
2017-03-12,17336513.4391048
2017-03-13,58577883.0785381
2017-03-14,23067762.077686
2017-03-15,34918895.0762015
2017-03-16,40747023.9706931
2017-03-17,36866152.9789867
2017-03-18,31347366.0545794
2017-03-19,24832776.5049275
2017-03-20,20569025.4175796
2017-03-21,33644052.1141606
2017-03-22,30912940.3761436
2017-03-23,15101769.5764316
2017-03-24,35764121.6252962
2017-03-25,22023938.8489179
2017-03-26,21952178.2185833
2017-03-27,23010162.2617611
2017-03-28,25820827.6915682
2017-03-29,15459120.7542097
2017-03-30,17077513.6592417
2017-03-31,31816849.9871772
2017-04-01,19023579.8573001
2017-04-02,16544221.7768977
2017-04-03,32415747.0970885
2017-04-04,21204561.9766861
2017-04-05,20590924.7089915
2017-04-06,28623088.6843493
2017-04-07,32361146.6419697
2017-04-08,12878771.0964584
2017-04-09,17340253.5836279
2017-04-10,21775902.4649445
2017-04-11,23086766.6952361
2017-04-12,24667932.666661
2017-04-13,14154641.3393517
2017-04-14,18925043.7530184
2017-04-15,9184152.46623773
2017-04-16,7806802.9591315
2017-04-17,25675803.0286225
2017-04-18,22028489.0616424
2017-04-19,14857661.0313348
2017-04-20,23911063.5724408
2017-04-21,17694078.6098448
2017-04-22,9778300.24645992
2017-04-23,12689857.5724045
2017-04-24,24321185.7212718
2017-04-25,27592009.5727328
2017-04-26,30142916.1498664
2017-04-27,36045735.0955801
2017-04-28,49815904.2603106
2017-04-29,27119410.8070743
2017-04-30,25885792.1693226
2017-05-01,73124072.1407889
2017-05-02,57490305.9427007
2017-05-03,51471528.8060736
2017-05-04,115144091.591883
2017-05-05,90771631.9063076
2017-05-06,48835994.0402286
2017-05-07,39518772.2206446
2017-05-08,89605753.651618
2017-05-09,105769146.971712
2017-05-10,81813142.3311535
2017-05-11,125350504.009432
2017-05-12,80387150.6307594
2017-05-13,49883148.2156837
2017-05-14,40568613.9930682
2017-05-15,60878741.7850951
2017-05-16,48520384.6489387
2017-05-17,107428054.15174
2017-05-18,55594400.620556
2017-05-19,101898168.391492
2017-05-20,84892064.2536069
2017-05-21,88143677.7949622
2017-05-22,219568987.522204
2017-05-23,193230002.081708
2017-05-24,200922520.745339
2017-05-25,363305638.833127
2017-05-26,194348782.142437
2017-05-27,80086143.4535791
