Date,mining/thermocap
2017-07-12,2623217231.5123143
2017-07-13,2627863317.108663
2017-07-14,2631819383.0320864
2017-07-15,2635118215.554277
2017-07-16,2639058223.1166863
2017-07-17,2642858619.607049
2017-07-18,2647553980.9744444
2017-07-19,2651856534.8142033
2017-07-20,2656897943.7305956
2017-07-21,2662129230.81402
2017-07-22,2667685960.0735626
2017-07-23,2673647099.287485
2017-07-24,2679779898.5282073
2017-07-25,2684636067.075887
2017-07-26,2689227157.6641564
2017-07-27,2694172466.0275035
2017-07-28,2699304792.505225
2017-07-29,2704641793.806402
2017-07-30,2709571140.385279
2017-07-31,2714585596.980332
2017-08-01,2719759505.336613
2017-08-02,2724916183.5187345
2017-08-03,2729646124.149768
2017-08-04,2735968510.237646
2017-08-05,2742930551.5384097
2017-08-06,2748570922.7643223
2017-08-07,2754895312.930843
2017-08-08,2761905632.442822
2017-08-09,2767672936.803064
2017-08-10,2773357111.016666
2017-08-11,2779677758.9625525
2017-08-12,2786055052.882754
2017-08-13,2793518736.615865
2017-08-14,2800301549.9077907
2017-08-15,2808231561.369323
2017-08-16,2815006611.160058
2017-08-17,2824732854.153603
2017-08-18,2832610012.8936625
2017-08-19,2840308314.643073
2017-08-20,2846953969.3008156
2017-08-21,2852743334.941421
2017-08-22,2857113006.07146
2017-08-23,2865353443.8014474
2017-08-24,2870643448.9882083
2017-08-25,2876146094.4116063
2017-08-26,2881810749.473492
2017-08-27,2890226043.8447356
2017-08-28,2897173357.4281793
2017-08-29,2905491583.5441084
2017-08-30,2915108636.169895
2017-08-31,2924634165.7218623
2017-09-01,2935086388.038986
2017-09-02,2944726365.7599072
2017-09-03,2953608318.5790105
2017-09-04,2963283260.827229
2017-09-05,2973922972.1658554
2017-09-06,2983150762.706893
2017-09-07,2993243272.868078
2017-09-08,3003069593.3829064
2017-09-09,3012189625.63354
2017-09-10,3019458566.02673
2017-09-11,3028628995.7476883
2017-09-12,3038626808.324615
2017-09-13,3047968446.931089
2017-09-14,3055854859.726865
2017-09-15,3063546043.2655144
2017-09-16,3071446365.7041326
2017-09-17,3079489447.8223352
2017-09-18,3085757077.3987164
2017-09-19,3093490056.7349257
2017-09-20,3099250843.0926323
2017-09-21,3107593330.516407
2017-09-22,3113897426.711403
2017-09-23,3121616835.70963
2017-09-24,3128318035.139996
2017-09-25,3134288340.4593945
2017-09-26,3141044453.6500006
2017-09-27,3148462296.188302
2017-09-28,3157734414.1871595
2017-09-29,3166488278.873301
2017-09-30,3173854360.8580723
2017-10-01,3180845720.6691985
2017-10-02,3189102640.0055747
2017-10-03,3198971867.482654
2017-10-04,3206091611.756807
2017-10-05,3212742701.3135858
2017-10-06,3221409032.2750397
2017-10-07,3230006562.376265
2017-10-08,3240240555.6400805
2017-10-09,3249593581.456761
2017-10-10,3259222922.270928
