Date,transactions/transfers_from_exchanges_count
2013-09-18,688.0
2013-09-19,600.0
2013-09-20,439.0
2013-09-21,307.0
2013-09-22,345.0
2013-09-23,532.0
2013-09-24,642.0
2013-09-25,556.0
2013-09-26,580.0
2013-09-27,544.0
2013-09-28,402.0
2013-09-29,441.0
2013-09-30,591.0
2013-10-01,590.0
2013-10-02,595.0
2013-10-03,509.0
2013-10-04,336.0
2013-10-05,334.0
2013-10-06,333.0
2013-10-07,455.0
2013-10-08,513.0
2013-10-09,502.0
2013-10-10,633.0
2013-10-11,549.0
2013-10-12,420.0
2013-10-13,424.0
2013-10-14,672.0
2013-10-15,630.0
2013-10-16,635.0
2013-10-17,541.0
2013-10-18,642.0
2013-10-19,738.0
2013-10-20,573.0
2013-10-21,781.0
2013-10-22,2052.0
2013-10-23,1013.0
2013-10-24,1081.0
2013-10-25,835.0
2013-10-26,475.0
2013-10-27,474.0
2013-10-28,786.0
2013-10-29,703.0
2013-10-30,625.0
2013-10-31,1096.0
2013-11-01,670.0
2013-11-02,596.0
2013-11-03,590.0
2013-11-04,980.0
2013-11-05,1216.0
2013-11-06,1235.0
2013-11-07,1537.0
2013-11-08,1309.0
2013-11-09,1217.0
2013-11-10,1144.0
2013-11-11,1135.0
2013-11-12,1328.0
2013-11-13,1495.0
2013-11-14,1630.0
2013-11-15,1366.0
2013-11-16,1047.0
2013-11-17,1169.0
2013-11-18,2236.0
2013-11-19,1971.0
2013-11-20,1923.0
2013-11-21,2130.0
2013-11-22,1904.0
2013-11-23,1743.0
2013-11-24,1354.0
2013-11-25,1819.0
2013-11-26,2151.0
2013-11-27,2659.0
2013-11-28,2668.0
2013-11-29,2485.0
2013-11-30,2031.0
2013-12-01,2123.0
2013-12-02,2034.0
2013-12-03,1890.0
2013-12-04,2059.0
2013-12-05,2423.0
2013-12-06,1922.0
2013-12-07,2647.0
2013-12-08,1490.0
2013-12-09,1766.0
2013-12-10,1796.0
2013-12-11,1917.0
2013-12-12,1493.0
2013-12-13,1476.0
2013-12-14,1127.0
2013-12-15,1112.0
2013-12-16,2447.0
2013-12-17,2500.0
2013-12-18,3705.0
2013-12-19,2743.0
2013-12-20,1890.0
2013-12-21,1339.0
2013-12-22,1326.0
2013-12-23,1522.0
2013-12-24,1379.0
2013-12-25,1108.0
2013-12-26,1578.0
2013-12-27,1655.0
2013-12-28,1248.0
2013-12-29,1164.0
2013-12-30,1314.0
2013-12-31,1265.0
2014-01-01,1050.0
2014-01-02,1631.0
2014-01-03,1835.0
2014-01-04,1432.0
2014-01-05,1700.0
2014-01-06,1971.0
2014-01-07,1720.0
2014-01-08,1997.0
2014-01-09,1872.0
2014-01-10,1344.0
2014-01-11,1526.0
2014-01-12,1235.0
2014-01-13,1462.0
2014-01-14,1347.0
2014-01-15,1383.0
2014-01-16,1505.0
2014-01-17,1412.0
2014-01-18,1179.0
2014-01-19,1179.0
2014-01-20,1993.0
2014-01-21,1668.0
2014-01-22,1679.0
2014-01-23,1440.0
2014-01-24,1765.0
2014-01-25,1148.0
2014-01-26,1431.0
2014-01-27,1743.0
2014-01-28,1629.0
2014-01-29,1579.0
2014-01-30,1406.0
2014-01-31,1334.0
2014-02-01,1179.0
2014-02-02,1146.0
2014-02-03,1346.0
2014-02-04,1985.0
2014-02-05,1800.0
2014-02-06,1866.0
2014-02-07,2353.0
2014-02-08,1640.0
2014-02-09,1691.0
2014-02-10,2255.0
2014-02-11,1045.0
2014-02-12,916.0
2014-02-13,938.0
2014-02-14,2032.0
2014-02-15,1683.0
2014-02-16,1827.0
2014-02-17,1833.0
2014-02-18,2120.0
2014-02-19,2127.0
2014-02-20,2267.0
2014-02-21,2108.0
2014-02-22,1596.0
2014-02-23,1947.0
2014-02-24,2303.0
2014-02-25,3362.0
2014-02-26,2749.0
2014-02-27,2298.0
2014-02-28,2186.0
2014-03-01,1874.0
2014-03-02,1536.0
2014-03-03,2974.0
2014-03-04,2881.0
2014-03-05,2312.0
2014-03-06,2139.0
2014-03-07,2285.0
2014-03-08,2611.0
2014-03-09,2612.0
2014-03-10,2694.0
2014-03-11,2505.0
2014-03-12,2848.0
2014-03-13,2698.0
2014-03-14,2908.0
2014-03-15,2542.0
2014-03-16,3039.0
2014-03-17,2850.0
2014-03-18,2863.0
2014-03-19,2649.0
2014-03-20,2955.0
2014-03-21,3542.0
2014-03-22,3887.0
2014-03-23,2728.0
2014-03-24,3199.0
2014-03-25,2965.0
2014-03-26,3003.0
2014-03-27,3619.0
2014-03-28,3300.0
2014-03-29,2654.0
2014-03-30,2820.0
2014-03-31,3128.0
2014-04-01,3648.0
2014-04-02,3873.0
2014-04-03,3199.0
2014-04-04,3454.0
2014-04-05,2695.0
2014-04-06,2674.0
2014-04-07,2992.0
2014-04-08,2394.0
2014-04-09,3204.0
2014-04-10,3414.0
2014-04-11,3638.0
2014-04-12,2318.0
2014-04-13,2605.0
2014-04-14,3711.0
2014-04-15,3549.0
2014-04-16,3877.0
2014-04-17,3802.0
2014-04-18,3815.0
2014-04-19,3401.0
2014-04-20,3021.0
2014-04-21,3490.0
2014-04-22,3887.0
2014-04-23,3413.0
2014-04-24,3484.0
2014-04-25,3365.0
2014-04-26,2551.0
2014-04-27,2724.0
2014-04-28,3513.0
2014-04-29,3447.0
2014-04-30,3357.0
2014-05-01,3002.0
2014-05-02,2864.0
2014-05-03,2291.0
2014-05-04,2595.0
2014-05-05,3344.0
2014-05-06,3914.0
2014-05-07,3387.0
2014-05-08,3380.0
2014-05-09,3349.0
2014-05-10,3143.0
2014-05-11,3755.0
2014-05-12,4208.0
2014-05-13,4216.0
2014-05-14,3872.0
2014-05-15,4263.0
2014-05-16,3996.0
2014-05-17,3517.0
2014-05-18,3563.0
2014-05-19,4330.0
2014-05-20,4561.0
2014-05-21,4106.0
2014-05-22,4608.0
2014-05-23,4805.0
2014-05-24,3206.0
2014-05-25,4201.0
2014-05-26,4158.0
2014-05-27,4330.0
2014-05-28,4458.0
2014-05-29,4387.0
2014-05-30,4438.0
2014-05-31,3590.0
2014-06-01,3925.0
2014-06-02,4237.0
2014-06-03,4614.0
2014-06-04,4937.0
2014-06-05,4674.0
2014-06-06,4518.0
2014-06-07,3647.0
2014-06-08,3528.0
2014-06-09,4370.0
2014-06-10,4392.0
2014-06-11,4237.0
2014-06-12,5123.0
2014-06-13,4468.0
2014-06-14,3875.0
2014-06-15,3784.0
2014-06-16,4452.0
2014-06-17,5114.0
2014-06-18,4567.0
2014-06-19,4394.0
2014-06-20,4846.0
2014-06-21,4361.0
2014-06-22,4078.0
2014-06-23,4592.0
2014-06-24,3678.0
2014-06-25,4301.0
2014-06-26,3927.0
2014-06-27,4298.0
2014-06-28,3482.0
2014-06-29,3137.0
2014-06-30,4398.0
2014-07-01,4538.0
2014-07-02,4218.0
2014-07-03,4641.0
2014-07-04,3830.0
2014-07-05,3253.0
2014-07-06,3108.0
2014-07-07,3815.0
2014-07-08,3926.0
2014-07-09,3897.0
2014-07-10,4034.0
2014-07-11,3787.0
2014-07-12,3252.0
2014-07-13,3430.0
2014-07-14,4081.0
2014-07-15,4406.0
2014-07-16,3910.0
2014-07-17,4038.0
2014-07-18,3977.0
2014-07-19,3537.0
2014-07-20,3423.0
2014-07-21,3831.0
2014-07-22,3929.0
2014-07-23,3638.0
2014-07-24,4136.0
2014-07-25,3790.0
2014-07-26,2727.0
2014-07-27,3096.0
2014-07-28,3945.0
2014-07-29,3439.0
2014-07-30,3944.0
2014-07-31,3953.0
2014-08-01,3808.0
2014-08-02,3292.0
2014-08-03,3355.0
2014-08-04,4297.0
2014-08-05,4605.0
2014-08-06,4705.0
2014-08-07,4114.0
2014-08-08,3828.0
2014-08-09,3346.0
2014-08-10,3589.0
2014-08-11,4745.0
2014-08-12,4916.0
2014-08-13,4801.0
2014-08-14,4811.0
2014-08-15,4708.0
2014-08-16,6872.0
2014-08-17,3698.0
2014-08-18,4578.0
2014-08-19,4773.0
2014-08-20,4587.0
2014-08-21,4119.0
2014-08-22,4110.0
2014-08-23,3017.0
2014-08-24,3349.0
2014-08-25,3668.0
2014-08-26,4117.0
2014-08-27,3898.0
2014-08-28,3549.0
2014-08-29,3583.0
2014-08-30,3172.0
2014-08-31,3648.0
2014-09-01,3722.0
2014-09-02,3879.0
2014-09-03,3616.0
2014-09-04,3992.0
2014-09-05,3467.0
2014-09-06,3488.0
2014-09-07,3322.0
2014-09-08,3700.0
2014-09-09,4161.0
2014-09-10,4265.0
2014-09-11,3644.0
2014-09-12,3683.0
2014-09-13,3667.0
2014-09-14,3570.0
2014-09-15,4044.0
2014-09-16,6387.0
2014-09-17,4385.0
2014-09-18,4351.0
2014-09-19,4179.0
2014-09-20,3975.0
2014-09-21,3475.0
2014-09-22,4198.0
2014-09-23,4859.0
2014-09-24,5367.0
2014-09-25,5977.0
2014-09-26,4776.0
2014-09-27,3476.0
2014-09-28,4165.0
2014-09-29,4433.0
2014-09-30,4830.0
2014-10-01,4921.0
2014-10-02,4242.0
2014-10-03,6742.0
2014-10-04,8243.0
2014-10-05,4985.0
2014-10-06,5640.0
2014-10-07,5073.0
2014-10-08,4988.0
2014-10-09,5249.0
2014-10-10,4271.0
2014-10-11,4046.0
2014-10-12,3609.0
2014-10-13,4548.0
2014-10-14,4821.0
2014-10-15,4350.0
2014-10-16,3993.0
2014-10-17,4216.0
2014-10-18,3929.0
2014-10-19,3494.0
2014-10-20,4106.0
2014-10-21,4545.0
2014-10-22,4080.0
2014-10-23,4135.0
2014-10-24,3961.0
2014-10-25,3653.0
2014-10-26,3538.0
2014-10-27,4951.0
2014-10-28,4186.0
2014-10-29,4258.0
2014-10-30,4290.0
2014-10-31,4266.0
2014-11-01,3655.0
2014-11-02,4073.0
2014-11-03,4073.0
2014-11-04,4116.0
2014-11-05,4074.0
2014-11-06,4449.0
2014-11-07,4177.0
2014-11-08,3152.0
2014-11-09,3751.0
2014-11-10,4486.0
2014-11-11,3838.0
2014-11-12,5121.0
2014-11-13,4951.0
2014-11-14,4640.0
2014-11-15,3694.0
2014-11-16,3919.0
2014-11-17,4336.0
2014-11-18,3971.0
2014-11-19,3741.0
2014-11-20,3939.0
2014-11-21,4064.0
2014-11-22,3376.0
2014-11-23,3742.0
2014-11-24,3977.0
2014-11-25,3974.0
2014-11-26,3999.0
2014-11-27,3728.0
2014-11-28,4047.0
2014-11-29,3593.0
2014-11-30,3490.0
2014-12-01,4163.0
2014-12-02,4330.0
2014-12-03,3711.0
2014-12-04,3948.0
2014-12-05,3645.0
2014-12-06,3462.0
2014-12-07,3384.0
2014-12-08,3874.0
2014-12-09,4629.0
2014-12-10,3690.0
2014-12-11,4022.0
2014-12-12,3610.0
2014-12-13,3343.0
2014-12-14,3644.0
2014-12-15,4263.0
2014-12-16,5114.0
2014-12-17,4954.0
2014-12-18,4758.0
2014-12-19,4808.0
2014-12-20,4126.0
2014-12-21,3884.0
2014-12-22,4592.0
2014-12-23,4110.0
2014-12-24,3686.0
2014-12-25,3101.0
2014-12-26,3565.0
2014-12-27,3157.0
