Date,market/price_drawdown_relative
2015-08-08,-0.731641264160396
2015-08-09,-0.7491200924679905
2015-08-10,-0.7557856373550238
2015-08-11,-0.6206773061406466
2015-08-12,-0.5768639780024087
2015-08-13,-0.3575659927009285
2015-08-14,-0.3610246938151652
2015-08-15,-0.4164075861734019
2015-08-16,-0.4528401101130143
2015-08-17,-0.5790199713106483
2015-08-18,-0.6017748211766148
2015-08-19,-0.5628506655188106
2015-08-20,-0.4907136752616572
2015-08-21,-0.5160538586031802
2015-08-22,-0.517909817542817
2015-08-23,-0.5297427092525321
2015-08-24,-0.570548913195337
2015-08-25,-0.6005874555406495
2015-08-26,-0.5915469625337921
2015-08-27,-0.5977389095612458
2015-08-28,-0.5901443060048899
2015-08-29,-0.5884434801477284
2015-08-30,-0.5397208056692555
2015-08-31,-0.5250432376492543
2015-09-01,-0.5292079798359608
2015-09-02,-0.547491285694734
2015-09-03,-0.5624634437614786
2015-09-04,-0.5559793196612193
2015-09-05,-0.5351095936157518
2015-09-06,-0.5480901960100476
2015-09-07,-0.5657018228613915
2015-09-08,-0.5626794373844095
2015-09-09,-0.5771376362092999
2015-09-10,-0.5947198805598426
2015-09-11,-0.6586096031321029
2015-09-12,-0.6386806869049337
2015-09-13,-0.6771792890802348
2015-09-14,-0.6963408427298232
2015-09-15,-0.6714797165613936
2015-09-16,-0.6857726151895648
2015-09-17,-0.692722226723188
2015-09-18,-0.7019561218368863
2015-09-19,-0.6938983720053256
2015-09-20,-0.6753424985757693
2015-09-21,-0.6733453697829586
2015-09-22,-0.6868743508177102
2015-09-23,-0.6899892782980113
2015-09-24,-0.7174475391246218
2015-09-25,-0.7420775254413127
2015-09-26,-0.7225029287544444
2015-09-27,-0.7459574022848318
2015-09-28,-0.7990728183786533
2015-09-29,-0.7698922973196873
2015-09-30,-0.7416562744098887
2015-10-01,-0.7633820842704169
2015-10-02,-0.7626400141371817
2015-10-03,-0.760895881128011
2015-10-04,-0.7647384736258205
2015-10-05,-0.7805782437780757
2015-10-06,-0.7725211416004231
2015-10-07,-0.7868827486119379
2015-10-08,-0.772444269810384
2015-10-09,-0.7734481010391024
2015-10-10,-0.7799461658800632
2015-10-11,-0.7775591476610079
2015-10-12,-0.7812023623781335
2015-10-13,-0.7864626781068406
2015-10-14,-0.8165135081464485
2015-10-15,-0.8045581847665016
2015-10-16,-0.8140675273517157
2015-10-17,-0.8085186183479623
2015-10-18,-0.8180403191871372
2015-10-19,-0.8288474779136309
2015-10-20,-0.8481527777474234
2015-10-21,-0.8420037155136506
2015-10-22,-0.8018855524095392
2015-10-23,-0.8101765229475799
2015-10-24,-0.8032592561778871
2015-10-25,-0.7841524593939075
2015-10-26,-0.7440675942111483
2015-10-27,-0.6920208937752519
2015-10-28,-0.6443621444553361
2015-10-29,-0.5744784434348502
2015-10-30,-0.6366761484064929
2015-10-31,-0.6845179935990229
2015-11-01,-0.6287947268063707
2015-11-02,-0.6507192282034443
2015-11-03,-0.646802430715178
2015-11-04,-0.6909798540031405
2015-11-05,-0.6893808104914678
2015-11-06,-0.6740471509802862
2015-11-07,-0.6758983739677803
2015-11-08,-0.6411101441240646
2015-11-09,-0.6532216371261039
2015-11-10,-0.6757890387205738
2015-11-11,-0.7280472073492137
2015-11-12,-0.6866430036110844
2015-11-13,-0.6839799003389679
2015-11-14,-0.6889366243157835
2015-11-15,-0.6827261369032506
2015-11-16,-0.6758675182801805
2015-11-17,-0.6480412789028462
2015-11-18,-0.6565143087635512
2015-11-19,-0.6667232181639986
2015-11-20,-0.6761974571340381
2015-11-21,-0.659708107556578
2015-11-22,-0.6633528530675075
2015-11-23,-0.6698103544840872
2015-11-24,-0.6866322926350807
2015-11-25,-0.6990469808415218
2015-11-26,-0.6922297622730628
2015-11-27,-0.6957549228329161
2015-11-28,-0.6839018018631144
2015-11-29,-0.6962736465443962
2015-11-30,-0.6961599881327909
2015-12-01,-0.6961665943271999
2015-12-02,-0.7140564843161454
2015-12-03,-0.7179426604777615
2015-12-04,-0.7080678925096118
2015-12-05,-0.7027250178153996
2015-12-06,-0.710974995831104
2015-12-07,-0.7209752777073607
2015-12-08,-0.7130940073902496
2015-12-09,-0.7247236969890353
2015-12-10,-0.7064805458239871
2015-12-11,-0.6721019039019692
2015-12-12,-0.6597623927783209
2015-12-13,-0.6666629681849849
2015-12-14,-0.6551936297043355
2015-12-15,-0.6486038704432102
2015-12-16,-0.6542265019690019
2015-12-17,-0.6704190258917058
2015-12-18,-0.6798732379587558
2015-12-19,-0.6862375412597785
2015-12-20,-0.6876779970759146
2015-12-21,-0.6883637162407461
2015-12-22,-0.6982823779959559
2015-12-23,-0.7045902832465596
2015-12-24,-0.699843117755722
2015-12-25,-0.6962032290434712
2015-12-26,-0.7004103777821922
2015-12-27,-0.703324507417123
2015-12-28,-0.7060168697130675
2015-12-29,-0.6951681170759234
2015-12-30,-0.6813156704622247
2015-12-31,-0.6751352635130835
2016-01-01,-0.6715887016753913
2016-01-02,-0.6740471353728006
2016-01-03,-0.6605699635139897
2016-01-04,-0.670242265708864
2016-01-05,-0.6678299416027746
2016-01-06,-0.6676976818293172
2016-01-07,-0.6711292945989882
2016-01-08,-0.6552341994001811
2016-01-09,-0.6560309794866676
2016-01-10,-0.6505767310285631
2016-01-11,-0.6293241218327716
2016-01-12,-0.5931282545474039
2016-01-13,-0.6084898737341531
2016-01-14,-0.5844906568420243
2016-01-15,-0.5830210905899478
2016-01-16,-0.5794389545050386
2016-01-17,-0.5397867998848902
2016-01-18,-0.5054857489229033
2016-01-19,-0.5268540809336753
2016-01-20,-0.4662954854968011
2016-01-21,-0.4604597467058432
2016-01-22,-0.47437215536067645
2016-01-23,-0.3151525438771433
2016-01-24,-0.24887829891110413
2016-01-25,-0.13119177128687165
2016-01-26,-0.21165709296606783
2016-01-27,-0.16242169758225034
2016-01-28,-0.11852662924161361
2016-01-29,-0.12332295827248785
2016-01-30,-0.15099250763928163
2016-01-31,-0.19985531872641393
2016-02-01,-0.2313043324457893
2016-02-02,-0.15078156752954963
2016-02-03,-0.12166131255544088
2016-02-04,-0.10553379378872119
2016-02-05,-0.1205550775954497
2016-02-06,-0.12049132769907778
2016-02-07,-0.02881862304448979
2016-02-08,-0.03484911139409741
2016-02-09,0.0
2016-02-10,-0.08554084392812544
2016-02-11,-0.05761875288997709
2016-02-12,-0.16122771344043552
2016-02-13,-0.1902433574226008
2016-02-14,-0.20928058084700685
2016-02-15,-0.20654962916391495
2016-02-16,-0.35163036577541396
2016-02-17,-0.4361863550148397
2016-02-18,-0.3406168335642161
2016-02-19,-0.2924943917844658
2016-02-20,-0.34921130338622175
2016-02-21,-0.3030660046605792
2016-02-22,-0.15020600660244654
2016-02-23,-0.1606811836916564
2016-02-24,-0.06457373291186219
2016-02-25,-0.08873896000720527
2016-02-26,-0.11466118265317604
2016-02-27,-0.03575991170706505
2016-02-28,-0.0349355063167166
2016-02-29,-0.05271607551371138
2016-03-01,-0.021100732151980828
2016-03-02,-0.03979464650029063
2016-03-03,-0.07806785189857302
2016-03-04,-0.010635677868346516
2016-03-05,-0.11458427943978744
2016-03-06,-0.08184078277842832
2016-03-07,-0.22176307143289398
2016-03-08,-0.20715014909641705
2016-03-09,-0.08892936059460033
2016-03-10,-0.043933195229664546
2016-03-11,-0.02765971770165898
2016-03-12,-0.03597014925373143
2016-03-13,-0.04011321922957867
2016-03-14,-0.18291428950510813
2016-03-15,-0.13095396046172225
2016-03-16,-0.16775021007474233
2016-03-17,-0.26835021302315964
2016-03-18,-0.275481981200437
2016-03-19,-0.3018442351068066
2016-03-20,-0.3188271195435851
2016-03-21,-0.20996417672814116
2016-03-22,-0.256932466498607
2016-03-23,-0.17606474724691534
2016-03-24,-0.2583255937375615
2016-03-25,-0.2921719517049224
2016-03-26,-0.2694706116491974
2016-03-27,-0.309605944009553
2016-03-28,-0.2267369864225378
2016-03-29,-0.226615364203264
2016-03-30,-0.2140108796603425
2016-03-31,-0.2446596789173412
2016-04-01,-0.2288709035425236
2016-04-02,-0.226615364203264
2016-04-03,-0.22979965503515998
2016-04-04,-0.2603157755074964
2016-04-05,-0.27968687806819703
2016-04-06,-0.2928220777497679
2016-04-07,-0.3275175799389678
2016-04-08,-0.35584450046437577
2016-04-09,-0.39385697227013405
2016-04-10,-0.4098779355181107
2016-04-11,-0.4229136261111849
2016-04-12,-0.5011277696696299
2016-04-13,-0.4659678917341117
2016-04-14,-0.4381053469550219
2016-04-15,-0.44806288974392994
2016-04-16,-0.42483746848878867
2016-04-17,-0.38370704524346566
2016-04-18,-0.4011126063799543
2016-04-19,-0.41820352925567206
2016-04-20,-0.429790809782849
2016-04-21,-0.45704524346556996
2016-04-22,-0.4756344889023675
2016-04-23,-0.4431869444075893
2016-04-24,-0.46231701384282
2016-04-25,-0.49847419397638326
2016-04-26,-0.5080934058644022
2016-04-27,-0.48009818230065004
2016-04-28,-0.5247445933395251
2016-04-29,-0.5089558179647076
2016-04-30,-0.4167334483216134
2016-05-01,-0.4172719346462217
2016-05-02,-0.3313652646941754
2016-05-03,-0.3783335544646411
2016-05-04,-0.3789704126310204
2016-05-05,-0.3531909247711291
2016-05-06,-0.3742536818362745
2016-05-07,-0.375878996948388
2016-05-08,-0.3691123789306091
2016-05-09,-0.3790632877802841
2016-05-10,-0.3578346822343108
2016-05-11,-0.30808013798593614
