Date,blockchain/block_height
2018-04-24,5500193.0
2018-04-25,5506011.0
2018-04-26,5511878.0
2018-04-27,5517592.0
2018-04-28,5523305.0
2018-04-29,5529138.0
2018-04-30,5534862.0
2018-05-01,5540484.0
2018-05-02,5546196.0
2018-05-03,5551877.0
2018-05-04,5557509.0
2018-05-05,5563250.0
2018-05-06,5569013.0
2018-05-07,5574848.0
2018-05-08,5580582.0
2018-05-09,5586312.0
2018-05-10,5591995.0
2018-05-11,5597746.0
2018-05-12,5603500.0
2018-05-13,5609260.0
2018-05-14,5614898.0
2018-05-15,5620630.0
2018-05-16,5626275.0
2018-05-17,5631979.0
2018-05-18,5637615.0
2018-05-19,5643218.0
2018-05-20,5648860.0
2018-05-21,5654547.0
2018-05-22,5660148.0
2018-05-23,5665803.0
2018-05-24,5671366.0
2018-05-25,5677001.0
2018-05-26,5682720.0
2018-05-27,5688354.0
2018-05-28,5694058.0
2018-05-29,5699707.0
2018-05-30,5705316.0
2018-05-31,5710963.0
2018-06-01,5716587.0
2018-06-02,5722219.0
2018-06-03,5727838.0
2018-06-04,5733510.0
2018-06-05,5739101.0
2018-06-06,5744734.0
2018-06-07,5750373.0
2018-06-08,5756052.0
2018-06-09,5761662.0
2018-06-10,5767303.0
2018-06-11,5772960.0
2018-06-12,5778674.0
2018-06-13,5784426.0
2018-06-14,5790191.0
2018-06-15,5795973.0
2018-06-16,5801844.0
2018-06-17,5807759.0
2018-06-18,5813713.0
2018-06-19,5819515.0
2018-06-20,5825338.0
2018-06-21,5831210.0
2018-06-22,5837030.0
2018-06-23,5842952.0
2018-06-24,5848833.0
2018-06-25,5854498.0
2018-06-26,5860246.0
2018-06-27,5866093.0
2018-06-28,5871855.0
2018-06-29,5877619.0
2018-06-30,5883489.0
2018-07-01,5889326.0
2018-07-02,5895255.0
2018-07-03,5901064.0
2018-07-04,5906901.0
2018-07-05,5912709.0
2018-07-06,5918553.0
2018-07-07,5924373.0
2018-07-08,5930070.0
2018-07-09,5935925.0
2018-07-10,5941708.0
2018-07-11,5947639.0
2018-07-12,5953632.0
2018-07-13,5959585.0
2018-07-14,5965591.0
2018-07-15,5971658.0
2018-07-16,5977509.0
2018-07-17,5983398.0
2018-07-18,5989155.0
2018-07-19,5994948.0
2018-07-20,6000786.0
