Date,transactions/transfers_volume_sum
2017-07-28,24440633.118998
2017-07-29,22141302.3165534
2017-07-30,14210709.5959969
2017-07-31,8739980.04252747
2017-08-01,9529519.62675455
2017-08-02,8950344.14267752
2017-08-03,7571088.66945534
2017-08-04,7793679.24144589
2017-08-05,9113772.33903963
2017-08-06,8660731.90179062
2017-08-07,9783890.90081291
2017-08-08,10942321.0994103
2017-08-09,11091709.6268698
2017-08-10,23183902.501735
2017-08-11,46488523.6025368
2017-08-12,27699740.3636329
2017-08-13,30383965.1798382
2017-08-14,24180639.401649
2017-08-15,19319809.0629957
2017-08-16,15358099.5747723
2017-08-17,14997588.312914
2017-08-18,15543704.4597074
2017-08-19,11749401.1427205
2017-08-20,10083491.4535793
2017-08-21,12407241.0911845
2017-08-22,11345364.2675152
2017-08-23,13026064.8256408
2017-08-24,11848255.9823637
2017-08-25,10333091.0933383
2017-08-26,5349510.57302071
2017-08-27,19555020.037755
2017-08-28,28078960.6342278
2017-08-29,20965240.188451
2017-08-30,35607412.7092094
2017-08-31,16426090.0447542
2017-09-01,15492207.5750519
2017-09-02,13654789.1971761
2017-09-03,10544590.9533273
2017-09-04,16064728.2645374
2017-09-05,15510063.1841353
2017-09-06,15909912.1943663
2017-09-07,11401745.523679
2017-09-08,13165294.4920033
2017-09-09,19649875.8117419
2017-09-10,16952908.6694797
2017-09-11,14878827.7543058
2017-09-12,15061081.0107882
2017-09-13,9625374.86028706
2017-09-14,14833568.7911985
2017-09-15,17615507.3567775
2017-09-16,9472997.48176511
2017-09-17,11842110.5516712
2017-09-18,18349398.2620623
2017-09-19,14702360.9326654
2017-09-20,9526887.18301331
2017-09-21,9219114.30329175
2017-09-22,8357376.59563025
2017-09-23,7415850.01824353
2017-09-24,6523291.39289819
2017-09-25,8265940.92657502
2017-09-26,8508917.61195004
2017-09-27,9004310.31803703
2017-09-28,9572379.81349599
2017-09-29,8160455.91062085
2017-09-30,6385798.56142437
2017-10-01,4472768.70134269
2017-10-02,7015056.63710102
2017-10-03,22461679.0455037
2017-10-04,14877123.9223907
2017-10-05,9370932.82327673
2017-10-06,9383517.24347242
2017-10-07,7472921.72868172
2017-10-08,8471135.36467329
2017-10-09,10287886.9316954
2017-10-10,11035842.4039157
2017-10-11,9775581.63883094
2017-10-12,10864081.1898536
2017-10-13,13869833.9502797
2017-10-14,10007507.6629073
2017-10-15,9194029.05610224
2017-10-16,7406491.25435559
2017-10-17,11092044.793751
2017-10-18,14598235.1832657
2017-10-19,12364374.9832827
2017-10-20,11356421.1186876
2017-10-21,10432679.7305928
2017-10-22,9254668.29894999
2017-10-23,12794445.2257022
2017-10-24,12527713.0452605
2017-10-25,10166700.6375464
2017-10-26,9730064.92412009
2017-10-27,10301123.3970572
2017-10-28,12578566.5903563
2017-10-29,11484183.5190081
2017-10-30,10818687.7980685
2017-10-31,11476410.2899882
2017-11-01,13990101.8793628
2017-11-02,15704653.281364
2017-11-03,12431576.3736278
2017-11-04,8446203.13503445
2017-11-05,7937410.17729676
2017-11-06,9640623.64720283
2017-11-07,7962643.3456899
2017-11-08,11316792.1506355
2017-11-09,18434563.9085165
2017-11-10,13527207.1972806
2017-11-11,12526474.2748689
2017-11-12,17207065.3316574
2017-11-13,11218866.6309699
2017-11-14,10922739.2206937
2017-11-15,16648049.3501853
2017-11-16,15307940.1417155
2017-11-17,15413696.8709461
2017-11-18,12770656.8458851
2017-11-19,12671103.2911351
2017-11-20,16800101.0719108
2017-11-21,16363807.1785783
2017-11-22,16656469.0437757
2017-11-23,16143837.7324398
2017-11-24,13772423.9878155
2017-11-25,16138251.2675062
2017-11-26,15640480.9223217
2017-11-27,19737522.3334863
2017-11-28,24223812.3780797
2017-11-29,27568668.6701493
2017-11-30,25780411.239875
2017-12-01,21294902.9549136
2017-12-02,22407995.7175873
2017-12-03,21194897.8288298
2017-12-04,20586346.6282688
2017-12-05,9830166.69149166
2017-12-06,14214647.1900554
2017-12-07,10882516.2189175
2017-12-08,9015359.55561871
2017-12-09,6409861.95023948
2017-12-10,6369174.7593744
2017-12-11,6553475.69184417
2017-12-12,12980668.5056892
2017-12-13,10518987.6366982
2017-12-14,12115796.7152578
2017-12-15,10092141.4911115
2017-12-16,8170143.82548954
2017-12-17,8062942.0088608
2017-12-18,8675116.04347824
2017-12-19,11262971.802981
2017-12-20,13014231.1562558
2017-12-21,13238829.8523697
2017-12-22,14326116.858885
2017-12-23,9511889.27913815
2017-12-24,7424423.29410614
2017-12-25,6260607.00946381
2017-12-26,8850954.42481033
2017-12-27,10138336.5951868
2017-12-28,12626534.1600253
2017-12-29,14681304.9393719
2017-12-30,16316846.1241927
2017-12-31,9045428.87747331
2018-01-01,8246871.76689377
2018-01-02,13984780.9269497
2018-01-03,13975588.8507884
2018-01-04,20231765.9356603
2018-01-05,18517692.8608194
2018-01-06,15408042.885939
2018-01-07,12280545.0900799
2018-01-08,15139541.8264773
2018-01-09,16112970.3926878
2018-01-10,17355909.4739177
2018-01-11,15772247.562387
2018-01-12,12472386.0587962
2018-01-13,9561006.53808885
2018-01-14,24861277.0353925
2018-01-15,11704519.6420058
2018-01-16,15168854.4326477
2018-01-17,15950849.3895475
2018-01-18,13779769.2526341
2018-01-19,9096520.52971746
2018-01-20,7790457.61437101
2018-01-21,7450336.9498316
2018-01-22,8920002.27409858
2018-01-23,8578638.97266751
2018-01-24,8604385.35429933
2018-01-25,4092420.0977462
2018-01-26,9954273.00289049
2018-01-27,6416871.41922353
2018-01-28,7312187.54334958
2018-01-29,7892582.05035237
2018-01-30,8481103.8742139
2018-01-31,8212693.6580432
2018-02-01,8200733.6498444
2018-02-02,11082934.0214294
2018-02-03,6208386.11163805
2018-02-04,5076337.72370217
2018-02-05,7179105.03501562
2018-02-06,8902173.68520917
2018-02-07,7027555.5964985
2018-02-08,3635216.17652158
2018-02-09,5142893.27593226
2018-02-10,5766600.7246608
2018-02-11,3987316.53702908
2018-02-12,4653423.51659699
2018-02-13,6433856.12938315
2018-02-14,4876279.37719978
2018-02-15,5489301.96279472
2018-02-16,4344207.16844398
2018-02-17,4186708.33509733
2018-02-18,4141648.85655841
2018-02-19,3802703.32413488
2018-02-20,4442304.05816548
2018-02-21,4335416.28358883
2018-02-22,5659533.98245506
2018-02-23,3150036.5641865
2018-02-24,2905636.64423652
2018-02-25,1878329.00241179
2018-02-26,2456218.29982162
2018-02-27,1540123.40265735
2018-02-28,1551727.57392074
2018-03-01,1689000.64732618
2018-03-02,1547301.15937765
2018-03-03,1035427.19988011
2018-03-04,1071434.90108377
