Date,indicators/puell_multiple
2012-11-03,"1,50123688765636"
2012-11-04,"1,61680773805312"
2012-11-05,"1,65852477624082"
2012-11-06,"1,40704374219029"
2012-11-07,"1,65251582780152"
2012-11-08,"1,61281064474422"
2012-11-09,"1,57892724346588"
2012-11-10,"1,4904513935316"
2012-11-11,"1,50885977940763"
2012-11-12,"1,36675560388258"
2012-11-13,"1,45077521580126"
2012-11-14,"1,47869105530474"
2012-11-15,"1,40775181743213"
2012-11-16,"1,55433091210979"
2012-11-17,"1,52603405274233"
2012-11-18,"1,59175890536597"
2012-11-19,"1,58729190757292"
2012-11-20,"1,59398766437558"
2012-11-21,"1,64199198652811"
2012-11-22,"1,58981561671101"
2012-11-23,"1,82488881721562"
2012-11-24,"1,6978760017772"
2012-11-25,"1,64917371294329"
2012-11-26,"1,76737623604921"
2012-11-27,"1,61856635923417"
2012-11-28,"1,57005404357971"
2012-11-29,"0,919896728995453"
2012-11-30,"0,701672534844088"
2012-12-01,"0,93695043671173"
2012-12-02,"0,799826194013657"
2012-12-03,"0,822819684275405"
2012-12-04,"0,641597237835797"
2012-12-05,"0,721605015153742"
2012-12-06,"0,818931470679613"
2012-12-07,"0,767557420599585"
2012-12-08,"0,824361582070175"
2012-12-09,"0,743735191891602"
2012-12-10,"0,846379039037691"
2012-12-11,"0,858353085707032"
2012-12-12,"0,782165736344297"
2012-12-13,"0,788781506996534"
2012-12-14,"0,639479419493492"
2012-12-15,"0,691616607442483"
2012-12-16,"0,659471368073068"
2012-12-17,"0,779476845314956"
2012-12-18,"0,727035440510346"
2012-12-19,"0,831864053284265"
2012-12-20,"0,626500544620644"
2012-12-21,"0,745800278666619"
2012-12-22,"0,897093845917149"
2012-12-23,"0,708317537079274"
2012-12-24,"0,770801715197692"
2012-12-25,"0,722839141788893"
2012-12-26,"0,89560163542244"
2012-12-27,"0,910708182897235"
2012-12-28,"0,987083567157285"
2012-12-29,"0,843181034346201"
2012-12-30,"0,968130552971858"
2012-12-31,"0,924982497500624"
2013-01-01,"0,930870710270464"
2013-01-02,"0,876133231602792"
2013-01-03,"0,927063454845005"
2013-01-04,"0,877795630160693"
2013-01-05,"0,806903299035016"
2013-01-06,"0,827956732226661"
2013-01-07,"0,962021739967599"
2013-01-08,"0,770861590740713"
2013-01-09,"0,764468721282882"
2013-01-10,"0,880173524039487"
2013-01-11,"0,712402272167796"
2013-01-12,"0,745477217138539"
2013-01-13,"0,807442085329528"
2013-01-14,"0,948773389029927"
2013-01-15,"0,74769178242592"
2013-01-16,"0,824213606427646"
2013-01-17,"0,722919158952574"
2013-01-18,"0,819690606699445"
2013-01-19,"1,03826544022266"
2013-01-20,"0,882626924092402"
2013-01-21,"0,928829798138002"
2013-01-22,"1,06695985310995"
2013-01-23,"0,949903857242638"
2013-01-24,"1,23209177535641"
2013-01-25,"1,01738270780222"
2013-01-26,"1,15361797874072"
2013-01-27,"1,14137051155229"
2013-01-28,"1,14818842191941"
2013-01-29,"1,30503139456529"
2013-01-30,"1,27045901990012"
2013-01-31,"1,67637868477755"
2013-02-01,"1,30407963858811"
2013-02-02,"1,31296674461556"
2013-02-03,"1,60357607587565"
2013-02-04,"1,43130729439331"
2013-02-05,"1,45258168025125"
2013-02-06,"1,2941374163031"
2013-02-07,"1,39382935375715"
2013-02-08,"1,43006185537331"
2013-02-09,"1,38625860237328"
2013-02-10,"1,59247122091009"
2013-02-11,"1,58829908970592"
2013-02-12,"1,45273302439969"
2013-02-13,"1,83484945396275"
2013-02-14,"1,6477546173088"
2013-02-15,"2,02568963331662"
2013-02-16,"2,13581653079699"
2013-02-17,"2,09432635413224"
2013-02-18,"1,77374144213857"
2013-02-19,"1,82233972898236"
2013-02-20,"2,33335828860502"
2013-02-21,"2,13421837278518"
2013-02-22,"2,10261530348903"
2013-02-23,"1,92949269420035"
2013-02-24,"1,86387367606864"
2013-02-25,"2,44665419425909"
2013-02-26,"2,04013506779666"
2013-02-27,"2,38764879809777"
2013-02-28,"2,19354644626973"
2013-03-01,"2,03799670796736"
2013-03-02,"1,94059812477617"
2013-03-03,"2,14418545836923"
2013-03-04,"2,44938648701377"
2013-03-05,"2,10687570764009"
2013-03-06,"2,71676713800831"
2013-03-07,"2,58170272637538"
2013-03-08,"2,60716935834205"
2013-03-09,"2,83813437720768"
2013-03-10,"3,16811537071758"
2013-03-11,"2,86932974710573"
2013-03-12,"2,23038079164023"
2013-03-13,"2,66066342488577"
2013-03-14,"3,09757997008944"
2013-03-15,"2,94318355554018"
2013-03-16,"2,95260994924974"
2013-03-17,"3,51308052718663"
2013-03-18,"3,20039841173716"
2013-03-19,"3,25040212462254"
2013-03-20,"4,53630694443872"
2013-03-21,"5,17588739554898"
2013-03-22,"5,58494898464903"
2013-03-23,"4,70753535797954"
2013-03-24,"4,22913468656673"
2013-03-25,"3,44993623763785"
2013-03-26,"3,85572540286024"
2013-03-27,"3,64850329719519"
2013-03-28,"5,44293333590239"
2013-03-29,"4,96141388189908"
2013-03-30,"4,97204208259229"
2013-03-31,"4,88351806817679"
2013-04-01,"5,90974805689083"
2013-04-02,"5,84301658702632"
2013-04-03,"6,67588987594188"
2013-04-04,"5,89023502989663"
2013-04-05,"6,23836575930861"
2013-04-06,"6,47429877975325"
2013-04-07,"6,79823844510768"
2013-04-08,"7,57122703709152"
2013-04-09,"9,44747850847003"
2013-04-10,"10,167732347917"
2013-04-11,"5,06323295837059"
2013-04-12,"3,30740175870189"
2013-04-13,"4,23460006925763"
2013-04-14,"3,60336805736945"
2013-04-15,"3,63714757624002"
2013-04-16,"2,79655689910363"
2013-04-17,"3,33711461891548"
2013-04-18,"3,25399632700548"
2013-04-19,"3,78225595702206"
2013-04-20,"4,33275576844488"
2013-04-21,"4,93364299296391"
2013-04-22,"4,19604733735703"
2013-04-23,"4,84220803597929"
2013-04-24,"5,23222261178122"
2013-04-25,"5,63402015082773"
2013-04-26,"4,96863242579237"
2013-04-27,"4,20625070326582"
2013-04-28,"4,94937618664503"
2013-04-29,"5,05223023232586"
2013-04-30,"4,33539776922065"
2013-05-01,"3,93557924030223"
2013-05-02,"3,03476172881334"
2013-05-03,"2,58075055262282"
2013-05-04,"3,29730953045638"
2013-05-05,"3,71818263828339"
2013-05-06,"3,84302876348572"
2013-05-07,"3,50631945886893"
2013-05-08,"3,57665632877397"
2013-05-09,"3,47721785997048"
2013-05-10,"3,71827256740868"
2013-05-11,"3,93226957816211"
2013-05-12,"3,57410937965705"
2013-05-13,"3,68394002396472"
2013-05-14,"3,22605225162616"
2013-05-15,"2,78058966572626"
2013-05-16,"2,9281402678667"
2013-05-17,"3,27414292546036"
2013-05-18,"3,07754217423368"
2013-05-19,"3,20587620650439"
2013-05-20,"2,62424156518079"
2013-05-21,"3,05831657332472"
2013-05-22,"3,14378619408823"
2013-05-23,"3,54208771159623"
2013-05-24,"3,55657633931657"
2013-05-25,"3,52083405745815"
2013-05-26,"3,47119313920669"
2013-05-27,"3,70869495664977"
2013-05-28,"3,21627134891512"
2013-05-29,"3,43411326299319"
2013-05-30,"3,66539985446901"
2013-05-31,"3,51345026254292"
2013-06-01,"4,24863704283455"
2013-06-02,"3,80284169984313"
2013-06-03,"3,90256009542726"
2013-06-04,"3,90214302598587"
2013-06-05,"3,32086157566997"
2013-06-06,"3,23038534671261"
2013-06-07,"2,70318908151887"
2013-06-08,"2,90172021249617"
2013-06-09,"2,31651846188857"
2013-06-10,"2,57802355206655"
2013-06-11,"2,74203791690666"
2013-06-12,"3,12012957797954"
2013-06-13,"2,81510377275166"
2013-06-14,"2,53337023250397"
2013-06-15,"2,40891927164748"
2013-06-16,"2,56808652399669"
2013-06-17,"2,0034415049344"
2013-06-18,"1,99315077474296"
2013-06-19,"1,96099069257038"
2013-06-20,"2,22144153275275"
2013-06-21,"2,31494819289589"
2013-06-22,"2,38117075499802"
2013-06-23,"2,21509204308353"
2013-06-24,"1,9822324816282"
2013-06-25,"2,07032689449695"
2013-06-26,"2,262789919711"
2013-06-27,"2,14716005070608"
2013-06-28,"2,02477786893434"
2013-06-29,"1,97540281445962"
2013-06-30,"1,76332065502576"
2013-07-01,"1,77416771357116"
2013-07-02,"1,69030089268677"
2013-07-03,"1,99358566136703"
2013-07-04,"1,6335259202868"
2013-07-05,"1,72387721969024"
2013-07-06,"1,58021394069766"
2013-07-07,"1,57165377038125"
2013-07-08,"1,78263193247508"
2013-07-09,"1,70033863215649"
2013-07-10,"1,89059179601666"
2013-07-11,"1,8511821393962"
2013-07-12,"1,74388054152552"
2013-07-13,"1,72337531193306"
2013-07-14,"1,92815428424864"
2013-07-15,"1,83802152882052"
2013-07-16,"1,84205955361814"
2013-07-17,"2,0255800160991"
2013-07-18,"1,63022258247793"
2013-07-19,"1,73240237169618"
2013-07-20,"1,91216163423819"
2013-07-21,"2,01261018782778"
2013-07-22,"1,67888569348558"
2013-07-23,"1,43710785160932"
2013-07-24,"1,63314820846995"
2013-07-25,"1,52293768291105"
2013-07-26,"1,72361380133173"
2013-07-27,"1,86740499569449"
2013-07-28,"1,73872773663248"
2013-07-29,"1,90010090121821"
2013-07-30,"2,12468186584785"
2013-07-31,"2,13573335252738"
2013-08-01,"1,95564079161333"
2013-08-02,"2,10226006924973"
2013-08-03,"1,83857586853596"
2013-08-04,"1,92854541581991"
2013-08-05,"2,05223532934015"
2013-08-06,"2,0665196819397"
2013-08-07,"2,00536346693127"
2013-08-08,"2,14895185338893"
2013-08-09,"1,99526117384211"
2013-08-10,"2,12976483597321"
2013-08-11,"2,19585394995386"
2013-08-12,"2,19357781968536"
2013-08-13,"1,88460024599162"
2013-08-14,"1,77690363441394"
2013-08-15,"1,79032984873596"
2013-08-16,"1,74864504952658"
2013-08-17,"1,97894703292349"
2013-08-18,"2,02236632954479"
2013-08-19,"1,89045948632636"
2013-08-20,"2,05674105202032"
2013-08-21,"2,19030355197893"
2013-08-22,"2,48408396583731"
2013-08-23,"2,18062399179637"
2013-08-24,"2,02373966710202"
2013-08-25,"1,70860191157213"
2013-08-26,"1,88931356877998"
2013-08-27,"1,99465550541711"
2013-08-28,"2,11838470210275"
2013-08-29,"2,23841767566178"
2013-08-30,"2,459035427057"
2013-08-31,"2,82114339205462"
2013-09-01,"2,81660094295378"
2013-09-02,"2,73490386422487"
2013-09-03,"2,43539152177113"
2013-09-04,"2,00532862290007"
2013-09-05,"2,09147793250399"
2013-09-06,"2,13976654345942"
2013-09-07,"1,63706690120851"
2013-09-08,"1,76739862356854"
2013-09-09,"2,27417277450461"
2013-09-10,"2,19357700617803"
2013-09-11,"2,29090801239505"
2013-09-12,"2,50173332590709"
2013-09-13,"2,39543051926187"
2013-09-14,"2,5182151353784"
2013-09-15,"2,05523018769589"
2013-09-16,"1,75793336560159"
2013-09-17,"2,04718338916001"
2013-09-18,"1,89053556040719"
2013-09-19,"2,14461586059763"
2013-09-20,"2,20847186769617"
2013-09-21,"2,06569322224275"
2013-09-22,"2,2020505697815"
2013-09-23,"2,26840965254216"
2013-09-24,"2,27222186019244"
2013-09-25,"2,22212082481378"
2013-09-26,"1,73882689423235"
2013-09-27,"1,92274576214227"
2013-09-28,"1,9175186922156"
2013-09-29,"1,84791243865738"
2013-09-30,"1,74808082506311"
2013-10-01,"2,0089184484352"
2013-10-02,"1,93976537121917"
2013-10-03,"1,86014671947677"
2013-10-04,"1,81442424534972"
2013-10-05,"2,21192544667474"
2013-10-06,"1,86404450110038"
2013-10-07,"1,58413117029887"
2013-10-08,"1,6363168070719"
2013-10-09,"1,83045563912414"
2013-10-10,"1,96761584862078"
2013-10-11,"1,89873778530169"
2013-10-12,"2,19730711305695"
